Response_ID,worker_type_core,understand_contract,entity_tenure_total_months,workplace_satis_core,trust_leadership_core,living_wage_tf_core,conditions_rate_core,safety_core,accident_last_year,covid_safety_measures_core,return_next_season_core,pressure_to_work_core,factory_recommend_tf_score
R_SZeuD3sdDMWJ0ZP,Don't know,Yes,18,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_vIdIH68s5ignaJr,Permanent,Yes,36,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_RfpMcSpkq04ElLX,Permanent,Yes,36,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1gBCBXiY1BUt34J,Permanent,Yes,14,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3h3hW1JazDl3nhW,Permanent,Yes,10,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_dnke1QY3BLfgOGJ,Permanent,Yes,22,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_eyOjjdJaJCUZvR7,Permanent,Yes,6,Very satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Strongly Agree,Don't know,Strongly disagree,1
R_phn059xXawWTLIB,Permanent,Yes,12,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1hN1B57r8m5GNBE,Temporary,Yes,11,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3LefPPX3BRPvuXS,Permanent,Yes,96,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_29mqmHcSprDPC14,Permanent,No,2,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Don't know,Strongly disagree,1
R_2du4FrXo88zNoPM,Permanent,No,24,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_8dkCVhzuQgFd9Wp,Permanent,Yes,96,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_RxCG09Os6EbjCSJ,Permanent,No,18,Very satisfied,Yes,No,Neither good or bad,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,1
R_1rxjPeqK934JAjY,Permanent,Yes,66,Somewhat Satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Somewhat disagree,1
R_Aafng13agDDREwF,Permanent,Yes,24,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2Sq8di13w5k5bXA,Don't know,Yes,4,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3p3EtpfEQYEBXbb,Permanent,Yes,5,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Somewhat agree,Don't know,Strongly disagree,1
R_31d8d2Q88GqM9Gw,Permanent,Yes,12,Somewhat Satisfied,Yes,No,Neither good or bad,Somewhat agree,No,Somewhat agree,Don't know,Somewhat agree,1
R_1U3h83h5we71l85,Permanent,Yes,12,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_33mwqki2q7103Nx,Temporary,Yes,4,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_V3v5Xx45Fod6nzX,Permanent,Yes,14,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Somewhat disagree,1
R_1P5hVLx9O0fvBqS,Permanent,Yes,36,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1d4vAPIDtC5miNu,Permanent,Don't know,6,Somewhat Satisfied,No,Yes,Neither good or bad,Somewhat disagree,Yes,Strongly Agree,Yes,Strongly Agree,1
R_2bORyMtMpH1ueaU,Permanent,Yes,24,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_D95GTFZlL4J9iN3,Permanent,Yes,6,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Somewhat disagree,1
R_1dxZPZlP170fZBv,Temporary,Don't know,4,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Somewhat disagree,1
R_YSx4VfpEEldYZ8Z,Permanent,Yes,24,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Somewhat agree,1
R_1NlaNwut4SuKjpN,Permanent,Yes,14,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3OoXziHqy8npouo,Permanent,Yes,16,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_RDMGU5r2jAGD6rD,Permanent,Yes,30,Very satisfied,Yes,No,Very good,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,1
R_3MR5LpIZzmzAIH1,Permanent,Yes,6,Very satisfied,Yes,No,Somewhat good,Strongly Agree,Yes,Strongly Agree,Yes,Strongly disagree,1
R_78TNw9fmxlcA4O5,Permanent,Yes,4,Somewhat Satisfied,No,Yes,Somewhat good,Strongly Agree,No,Somewhat agree,Yes,Somewhat disagree,1
R_1pnWj4U6URaH0lL,Permanent,Yes,36,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Somewhat disagree,Yes,Strongly disagree,1
R_1gFLUAWryk76hcG,Permanent,Yes,4,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_33pXRMBBPmBnZ5X,Permanent,Yes,120,Somewhat Satisfied,No,Yes,Neither good or bad,Strongly disagree,No,Somewhat disagree,Yes,Strongly disagree,1
R_tZ0ikyq6PI1CznP,Permanent,Yes,48,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_wZt2Logu9euGxbP,Permanent,Yes,132,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_vwAZW9N61D0ld6h,Temporary,Yes,20,Neither satisfied nor dissatisfied,Yes,Yes,Somewhat good,Strongly Agree,Yes,Strongly Agree,Yes,Strongly Agree,1
R_3EVTKLE7tfrfy92,Permanent,Yes,36,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2bTAfNiXgO2vIrl,Temporary,Yes,12,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_shZExpkut1lEMet,Permanent,Yes,108,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_10JF2uQ3JBdTJVm,Permanent,Yes,132,Somewhat Satisfied,No,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2781rzdfHdWkW2e,Permanent,Yes,168,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,Somewhat agree,Yes,Somewhat agree,1
R_2E0KcROdN3PoQ6n,Temporary,Yes,5,Very satisfied,Yes,Don't know,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2zT0N5qKoe6EJV7,Permanent,Yes,168,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1JVg1oKrHign3Fy,Permanent,Yes,36,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_beFmfaVBAuNjW1j,Permanent,Yes,60,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3s0N8dP1xpkjyTO,Permanent,Yes,84,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1gqi09s9TvsRWpE,Permanent,Yes,36,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_cVlFp1MHwZh3eCJ,Permanent,Yes,48,Neither satisfied nor dissatisfied,No,Yes,Very good,Strongly Agree,No,Somewhat agree,Yes,Somewhat agree,1
R_sTOvrYU4S8MECeR,Permanent,Yes,132,Very satisfied,Don't know,Yes,Somewhat bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3F3jHkDNGIILZjr,Permanent,Yes,60,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1rkcqAwLy4GvU4y,Permanent,Yes,48,Neither satisfied nor dissatisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,1
R_27JWmUBZ9NbpsaW,Permanent,Yes,144,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3nlmPGh5wjig7yj,Permanent,Yes,168,Very satisfied,No,Yes,Neither good or bad,Somewhat disagree,No,Strongly Agree,Yes,Strongly disagree,1
R_3EEDqG3IbGYLdn0,Permanent,No,144,Very dissatisfied,No,Yes,Very bad,Somewhat disagree,No,Somewhat disagree,No,Strongly disagree,0
R_3RpTY5LPWdcRwRa,Permanent,Yes,156,Somewhat Satisfied,No,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1pFqpBX6RKpC3Wq,Permanent,Yes,36,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2Yal3FALKWAAprY,Permanent,Yes,122,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Strongly disagree,Yes,Strongly disagree,Yes,Strongly Agree,1
R_1rOE4ysM3aIi9z6,Permanent,Yes,120,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_yOXmitdMVUAEEHD,Temporary,Yes,7,Very satisfied,Yes,Don't know,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_28SQ99kDSpf9rSa,Permanent,Yes,108,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1drU3tx9AGaSvPs,Permanent,Don't know,122,Neither satisfied nor dissatisfied,No,Yes,Neither good or bad,Somewhat disagree,No,Agree nor disagree,Yes,Somewhat agree,1
R_3KPnuB7NoyzZHYJ,Permanent,Yes,24,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1FLqTXTLNhaBT7y,Permanent,Yes,96,Neither satisfied nor dissatisfied,Don't know,Yes,Neither good or bad,Strongly Agree,No,Agree nor disagree,Yes,Somewhat disagree,1
R_xcjBN7c2qeGy3NT,Permanent,Yes,122,Very satisfied,Yes,No,Neither good or bad,Somewhat disagree,No,Somewhat disagree,Yes,Strongly disagree,1
R_3fd8NX1wkbHCF2J,Permanent,No,16,Somewhat Satisfied,Don't know,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Neither agree nor disagree,1
R_cAttd50uVpJikw1,Permanent,Don't know,96,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,1
R_1k02Bvqzucd0UzC,Permanent,Yes,48,Somewhat Satisfied,Don't know,Don't know,Somewhat good,Strongly Agree,No,Strongly disagree,Yes,Strongly disagree,1
R_2QDOfx8DhiTd7c2,Temporary,Yes,6,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2sQQtB4FKSx6MGT,Permanent,Yes,60,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1IWSU5arjikF9hX,Permanent,No,122,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly disagree,No,Strongly disagree,Don't know,Somewhat agree,0
R_3GjLxsAO9zDdxHz,Temporary,Yes,36,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3NPdEEOBFBNfNAM,Permanent,Yes,36,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Agree nor disagree,Yes,Somewhat agree,1
R_1QMAjQH79yL4OZI,Temporary,Yes,7,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1CJE38GbTqM9URw,Permanent,Yes,48,Very dissatisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3neeV4VUQ3q560b,Permanent,Yes,36,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2OSwWUNvlXkLzRB,Temporary,Yes,48,Neither satisfied nor dissatisfied,Yes,Don't know,Neither good or bad,Agree nor disagree,No,Strongly Agree,Yes,Neither agree nor disagree,1
R_3KBjjzQsXR56M2X,Permanent,Yes,9,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3e3JnzagSjF3l4K,Permanent,Yes,108,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,0
R_10JH2APdogIojlv,Temporary,Yes,7,Neither satisfied nor dissatisfied,Don't know,Yes,Neither good or bad,Strongly Agree,No,Agree nor disagree,Yes,Strongly disagree,1
R_Uow4yTFtJOgm7Dj,Permanent,Yes,15,Neither satisfied nor dissatisfied,Refused,Yes,Refused,Refused,No,Strongly Agree,Don't know,Refused,1
R_cOdbofJwKO1VYNr,Permanent,Yes,108,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Somewhat agree,1
R_07CPdvhMpHNyihH,Permanent,Yes,96,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_10CMa2Fh1KDEkj8,Permanent,Yes,96,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Somewhat agree,Yes,Somewhat agree,1
R_ZqslTq6Vg2wTsuR,Permanent,Don't know,24,Neither satisfied nor dissatisfied,Refused,Yes,Neither good or bad,Strongly Agree,No,Strongly disagree,Yes,Strongly disagree,1
R_b9Pv5gi5pg97bhf,Permanent,Yes,204,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_128Sc6Ta5xXtyJn,Permanent,Yes,60,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3IWhmtz8fa1mQkD,Permanent,Yes,60,Very satisfied,Yes,Don't know,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1OZgEMPYV1F22X7,Permanent,Yes,60,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_QlXbYS3EQjUdXjP,Permanent,Yes,15,Neither satisfied nor dissatisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1PY7qqFQ5LZH7TT,Permanent,Yes,72,Neither satisfied nor dissatisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,1
R_UnBgJq5gxYS7tS1,Permanent,Yes,48,Somewhat Satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3EhOdjcZ8oQCDWV,Permanent,Yes,120,Very satisfied,Yes,Yes,Somewhat good,Somewhat agree,Yes,Strongly Agree,Yes,Strongly disagree,1
R_zSI0d3LSSeFmDKh,Permanent,Yes,60,Somewhat dissatisfied,No,Yes,Neither good or bad,Strongly disagree,No,Strongly Agree,Yes,Strongly disagree,0
R_2wgj9WyKNFXJhHc,Permanent,Yes,12,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1pmUJ6zhi0893c3,Permanent,Yes,6,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3neMt9LtaaNMGTv,Permanent,Yes,156,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,Yes,Strongly Agree,Yes,Strongly disagree,1
R_3e9w13i5GbMo7hh,Permanent,Yes,24,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_tS8ZWxCtbjN8L4d,Permanent,Yes,12,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2t3z58dOD91Hze0,Permanent,Yes,48,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Strongly Agree,Don't know,Strongly Agree,1
R_3Gxs7Qs06MTwVdI,Don't know,Yes,8,Neither satisfied nor dissatisfied,Don't know,Yes,Somewhat good,Agree nor disagree,No,Strongly Agree,Yes,Strongly disagree,1
R_3FPeVOmuWzitTa2,Permanent,Don't know,24,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_vPHBG7NxS7u26GZ,Permanent,Yes,24,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_UDXqnD7qZZmmBmV,Permanent,Yes,96,Neither satisfied nor dissatisfied,No,Yes,Neither good or bad,Strongly Agree,No,Somewhat disagree,Yes,Strongly disagree,1
R_1pogVLqR8WJIhkx,Temporary,Yes,48,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2wzTHhMpWwlK1Bj,Permanent,Yes,11,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_w1PLGsQL2owK9fr,Permanent,Yes,36,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1hYnceqFLuDoudm,Temporary,Yes,4,Very satisfied,Yes,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_42T8PpOxg8a1c4N,Permanent,No,156,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,1
R_DvqzF9zWDl0Ku5j,Permanent,Yes,7,Somewhat Satisfied,Don't know,Yes,Neither good or bad,Agree nor disagree,No,Strongly Agree,Yes,Neither agree nor disagree,1
R_3KZNp0uqkhFNsXh,Temporary,Yes,60,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly disagree,No,Strongly Agree,Yes,Strongly disagree,1
R_2t37jWc1Noz0kB9,Temporary,Yes,5,Neither satisfied nor dissatisfied,No,Yes,Neither good or bad,Strongly Agree,No,Agree nor disagree,Yes,Strongly disagree,0
R_3kO4qDeOLPYwXOw,Permanent,Don't know,48,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1IRG9SvHHzNWaKl,Temporary,Yes,144,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_SHL8BBk7ThJKzPb,Permanent,Yes,12,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3NPPTywIpgkVOKf,Permanent,Yes,156,Somewhat Satisfied,No,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Somewhat agree,1
R_1o8g2yjuIBtvNzI,Permanent,No,17,Somewhat Satisfied,Yes,Yes,Neither good or bad,Somewhat disagree,No,Strongly Agree,Yes,Somewhat agree,1
R_3oT7Z9ACAedwQbx,Permanent,Yes,36,Very satisfied,Yes,Don't know,Somewhat good,Strongly Agree,Yes,Strongly Agree,Yes,Strongly disagree,1
R_DufWgRFeyUsT6Zb,Temporary,Yes,5,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Strongly Agree,No,Somewhat disagree,Yes,Strongly disagree,1
R_tYyrV5d7MibfJ5f,Permanent,Yes,36,Somewhat Satisfied,No,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_a5z4paIVi4Lcb0R,Permanent,No,120,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly Agree,0
R_3ESj6ITEY3Av2wZ,Temporary,Yes,24,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Agree nor disagree,Yes,Strongly Agree,Yes,Strongly disagree,1
R_3RkM0Zmmr8IlUT4,Permanent,Yes,60,Neither satisfied nor dissatisfied,No,Yes,Somewhat bad,Agree nor disagree,Yes,Agree nor disagree,Don't know,Strongly Agree,0
R_e55ubW7ykb0jXLr,Temporary,Yes,7,Neither satisfied nor dissatisfied,Don't know,Yes,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly Agree,1
R_31F2kXkqXg5MF5w,Temporary,Yes,12,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_ZBI9ZB4wpf3J8K5,Temporary,Yes,24,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1pE806UpDNNBeiU,Temporary,Yes,24,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3MgrHXwpndCanYn,Don't know,Yes,10,Somewhat Satisfied,Refused,Yes,Somewhat bad,Somewhat disagree,Yes,Strongly Agree,Yes,Strongly disagree,1
R_3HkmXyH3TYQqHof,Permanent,Yes,36,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2uCeZekpFLtrEsF,Temporary,Yes,12,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_0cjhSqreahVuCfT,Permanent,Yes,36,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1lt4YFgguKFbzMr,Permanent,Don't know,36,Very satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Somewhat agree,1
R_2D8juuHFfzGDrCd,Permanent,Yes,120,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Somewhat agree,1
R_1pFDOXN116Ho2qs,Permanent,Yes,7,Neither satisfied nor dissatisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2rHf4gKMOp1c6IJ,Permanent,Yes,120,Very satisfied,No,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Don't know,Strongly disagree,1
R_2XmuvKfHlPJUKfP,Permanent,Don't know,24,Somewhat Satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly Agree,1
R_2rpehHVZJWFuRYT,Permanent,Yes,48,Very satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2dsG8UWnH94Bb30,Temporary,Yes,3,Neither satisfied nor dissatisfied,Don't know,No,Neither good or bad,Strongly Agree,No,Agree nor disagree,Yes,Strongly Agree,0
R_31jcM0cFDVsdSUS,Permanent,No,156,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_WD0nUMhebX7FHpL,Permanent,Yes,144,Somewhat Satisfied,Don't know,No,Somewhat good,Somewhat disagree,Yes,Strongly Agree,Yes,Somewhat agree,1
R_3s50Lz0GuJnBUoJ,Temporary,Yes,7,Neither satisfied nor dissatisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Somewhat agree,1
R_2zGPLgdTtizvgpg,Permanent,Yes,120,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_6rpj1pGlDa2tb8t,Permanent,Yes,120,Somewhat Satisfied,Refused,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2ZNzBHmwBSiuoxo,Temporary,Yes,12,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,Yes,Strongly Agree,Don't know,Strongly disagree,1
R_3hDOQ0zyyIrlljf,Permanent,Yes,24,Very satisfied,No,Yes,Neither good or bad,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,1
R_Y4RnOQhc2vb8xMZ,Permanent,Yes,48,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Somewhat agree,No,Strongly Agree,Yes,Somewhat agree,1
R_u9e0Vm4nuYcTM8V,Temporary,Don't know,14,Very satisfied,Yes,Yes,Somewhat good,Strongly disagree,No,Strongly Agree,Yes,Strongly disagree,1
R_3rURTFGEmxsYunv,Temporary,Yes,7,Very satisfied,Don't know,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_24iNFFbZWrWjGZ0,Temporary,Yes,6,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Strongly disagree,Yes,Strongly disagree,1
R_27UuySGZrGKf8a1,Permanent,Yes,48,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_UipZuKy9AgDcGGd,Permanent,Yes,1,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_31i3LhuPMFkCzjS,Permanent,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2fDP8TBHCsvNm8E,Temporary,Yes,24,Very satisfied,No,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly Agree,1
R_1Hvv2S53yjyOvnP,Permanent,Yes,72,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,1
R_1gNkMo0lqb880LL,Temporary,Yes,7,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly Agree,Yes,Strongly Agree,Yes,Strongly disagree,1
R_3pgS7YBFYif3gHa,Permanent,Yes,36,Neither satisfied nor dissatisfied,No,Yes,Neither good or bad,Strongly disagree,Yes,Agree nor disagree,Yes,Strongly disagree,0
R_1MQUipe7XQnRRfo,Permanent,Don't know,72,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Somewhat disagree,No,Agree nor disagree,Yes,Somewhat agree,1
R_24164FqwCodZs5x,Permanent,Yes,6,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1gosUvNe9X7GKsH,Permanent,Yes,48,Somewhat Satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3HY0my1tRZ6AW1J,Permanent,Yes,5,Somewhat Satisfied,Don't know,Yes,Somewhat bad,Strongly disagree,No,Strongly Agree,Yes,Strongly disagree,0
R_un1q0BBcp9TQf9n,Don't know,Don't know,5,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
