Response ID,gender_core,age_core,entity_tenure - Months,conditions_rate_core,safety_core,pressure_to_work_core,factory_recommend_tf_core
R_tQYE49c4UzzUUmJ,1,43,3,5,5,1,1
R_3PpKklvHANXjoC6,0,30,72,5,5,1,1
R_1jNiE0pvcwouPQG,1,38,2,5,5,1,1
R_31zvnOxuGu6bhD7,0,29,66,4,5,1,1
R_t0fk81vL8h3hDZ7,0,26,2,4,5,5,1
R_24MgHNxGQ2zG4zW,0,22,2,5,5,3,1
R_3hruCyiFIgaH0JO,1,19,3,5,5,1,1
R_3HXn7HIvozXTDDt,1,22,3,5,5,1,1
R_1LpuVuzecZmZ1gs,1,37,60,5,5,,1
R_2P0B5QLximm47xK,0,61,60,2,4,1,1
R_3IctrciR7ptrf74,0,38,144,4,5,1,1
R_3oAOavICrkp2ZAy,1,21,8,4,3,3,1
R_2qdvdRPQDJoM1a6,0,30,10,5,5,1,1
R_2fx39lbGrdsAn4v,0,21,17,5,5,1,1
R_2ieXxs5qTp7OCGJ,1,26,14,5,5,1,1
R_3gZUH4QcQ8H6FMs,1,19,3,5,5,3,1
R_SISkFle0DduFHt7,0,37,60,4,4,1,1
R_21Bp90WNyoi85k4,0,23,9,5,5,1,1
R_DOycHaWv8xA6RxL,1,23,2,5,5,1,1
R_2qqp9fDFgCfV0Mm,1,55,158,5,5,1,1
R_1F5PYmegoslxr3Q,0,45,144,3,5,1,1
R_338yRpNrm4RT8Qg,1,32,50,3,5,4,1
R_1EYjRuqpjCHiqzk,0,33,96,4,4,1,1
R_2rlaBg3fAplkL6Z,1,41,72,5,5,1,1
R_1M67bIYxIfLCk3Q,0,25,2,5,5,1,1
R_UFLtndfE3BfMSkN,0,40,198,5,5,1,1
R_24pAwJ2uKwKSGeA,1,35,63,5,3,5,1
R_DTd4xTcv14BP1D3,1,50,27,5,5,,1
R_pRXPTLkrga2RthD,0,33,10,5,5,1,1
R_3JLgSH7751cSKMX,0,34,192,5,5,1,1
R_3EA0y5SIab3iS6e,1,30,48,5,5,1,1
R_3CPEqITsB1I26FQ,0,33,110,4,5,1,1
R_2BnRYaJe1gAPHY6,1,44,16,5,5,1,1
R_3QLzyV8ekeonpsM,0,23,5,5,5,1,1
R_3lsidMIjrSP4jNL,0,21,4,5,5,1,1
R_24AfXgRHpx88325,0,28,108,4,5,1,1
R_WqxBfKsa9OF4Plv,0,26,72,5,5,1,1
R_3eeO0mQbnZBSa7h,1,39,5,5,5,1,1
R_3MrRwejrREccyuC,1,45,61,4,4,1,1
R_3NKz83kD0idDaJY,1,34,15,5,5,1,1
R_2DRCtSG2G5UqMwz,0,44,60,5,5,1,1
R_29djcnEDZABDd0Y,1,25,4,4,5,1,1
R_3NP5t3m0e1AftaH,0,25,3,5,5,1,1
R_qUsyYqAjCz13Au5,1,34,192,5,5,1,1
R_2Se1rYephIbqOXX,0,31,12,5,5,1,1
R_3fq3NXZClMk61U5,1,25,12,4,4,3,1
R_1OBU3fFXeT9hWEw,1,31,51,5,5,1,1
R_1N4uHPVtR0llgcD,1,42,72,5,5,1,1
R_1g8EuxosbevBP1n,0,45,228,4,4,4,1
R_eaeFVrKqNOkPZIJ,0,31,36,3,5,1,1
R_214J65QtqjYYJri,1,39,36,5,5,1,1
R_A6tg7n5CMw4SVNv,1,27,3,4,5,1,1
R_sYyzpBIeUh0R3K9,0,35,150,4,5,4,1
R_26m5rve4X9u7VOs,1,45,16,5,5,1,1
R_3JFxbX2UTRikXaq,0,32,60,4,5,1,1
R_23VQXgqO9U9jGnI,1,45,120,4,5,1,1
R_3lPJC0NgYhqPACb,0,33,132,5,4,1,1
R_24d5IEdAkohn8DE,0,33,96,5,5,1,1
R_DSS817oBMuzRF6h,1,22,18,5,5,1,1
R_a4qD59pzjkE3mc9,1,31,95,5,5,1,1
R_1PYJoDup32xAZgR,0,26,17,3,5,,1
R_3FViJebxMgbYOf5,0,20,2,4,5,1,1
R_10wq1zmNOHGnezX,0,23,36,5,5,1,1
R_10NrvKhnqIZnmUC,0,31,3,5,5,1,1
R_2Sc3E99rkoZsKC8,0,32,1,4,4,4,1
R_32XzbCxgjBDmZmr,0,35,192,4,5,3,1
R_segVlu7kXuuPmAp,0,25,75,5,5,1,1
R_33pPgtpinrCaKsO,1,33,156,5,5,1,1
R_1Dw0dzUsbXIi6oT,0,37,7,5,5,1,1
R_wLGAUFVwoLhjjHz,0,21,1,5,5,1,1
R_2Vdn0UBQtw41cLN,0,44,108,4,5,1,1
R_3n101fOACLV6QCT,0,23,1,5,5,1,1
R_2eQCbasckfhp79u,0,30,1,5,5,1,1
R_2cwuq94FeeNBzKx,1,29,36,5,5,1,1
R_3Ukvrsl1RXfiPVn,0,39,16,5,5,1,1
R_2bNopPNOUB7pkFH,1,40,1,5,5,1,1
R_2PiGKeOsDkdqQ56,0,24,2,4,5,1,1
R_YQbM6e430rTJggF,1,40,5,4,5,1,1
R_eQoaMEe6kgRL6TL,0,43,15,4,5,1,1
R_d5s5jXLOtYVVgf7,1,37,24,5,5,1,1
R_27eAOnaMPLKva6W,0,36,4,5,5,1,1
R_22taRbbDfXFYx52,1,30,9,4,5,1,1
R_2wFcUWPYlYGSM8S,0,32,108,5,5,1,1
R_3kBZgHlnHFJjhs0,0,48,214,5,5,1,1
R_3lAn8pswpsfs04V,0,22,4,3,3,1,1
R_9tdUJ63KF0ztvPj,1,30,1,5,5,1,1
R_2a9r10kGs9OBAFr,0,29,20,5,5,1,1
R_3paorM0DFiQNb6W,1,19,4,5,5,1,1
R_2twMIoiWLUxYY6t,0,32,13,5,5,3,1
R_264HTsSnVtn7Mnl,0,38,120,3,2,5,1
R_UnX0otk7RHuA3y9,1,37,68,5,5,4,1
R_3GEaPy8ES1cJtGB,1,22,1,5,5,1,1
R_1lbEATlO0HvdVUI,1,35,2,5,5,1,1
R_3k1WXPVvaN4u3Zo,1,20,2,5,5,1,1
R_e2oDEoaQJrn8tNf,0,36,84,4,5,1,1
R_bQ2xJa8bToebpWV,1,31,120,4,4,5,1
R_2Ce3zYyTMs7bMdR,0,36,156,4,5,1,1
R_1lfAypwuwBfiCvf,0,35,132,4,5,3,1
R_3L84XRTGyCBRN6n,0,34,157,5,5,2,1
R_2PwiuqnGD9LqsO0,0,31,84,5,5,1,1
R_QglmtKfZgxnqkSd,0,31,24,2,5,1,1
R_29sP38x9VKH5vDE,1,48,144,3,5,1,1
R_27BCYgMgsgjOAnm,0,55,60,3,5,2,1
R_vSR0h8ZGhXJNkZP,1,30,41,4,5,1,1
R_27DQJefRSEiaZC1,0,29,2,4,4,1,1
R_32Wppk9VWzvSYzq,0,28,4,5,5,2,1
R_308YFwe8OajxtLe,0,36,36,5,4,1,1
R_uh7fmnGobTt5zXj,0,53,198,5,5,1,1
R_3nJC0yxNFZgVaFM,1,43,72,5,5,1,1
R_3hEKF79W9PnonPL,0,45,108,4,5,1,1
R_2dLadmHNMhoStQ7,0,32,33,4,5,5,1
R_PtWCHT9AMa7GvW9,0,31,20,5,5,1,1
R_2RVUKwfkvzbe4s5,1,32,7,5,5,1,1
R_3CPcuKqPOWX0tDL,0,45,156,4,5,1,1
R_3nABoKuhjXXVtHW,0,29,12,5,5,1,1
R_25ZMe4yCjsLlJ2E,1,18,2,5,5,4,1
R_2zMhfZfpXkNryw3,0,28,120,4,5,1,1
R_W9hD5XJ4a35iUrD,1,33,48,5,5,1,1
R_2DZ9ZFSJ1qKLTQO,0,29,30,3,5,1,1
R_3L51SXU19qIRrgt,1,38,132,4,5,1,1
R_210ql76n1LrjQDP,1,31,114,5,5,5,1
R_9ZYc64uSO3IKY8x,0,54,63,4,5,3,1
R_2ypUoCbsOs32BCS,0,28,4,5,5,1,1
R_2qDyKVsTanbmyxC,0,32,132,4,5,5,1
R_2BlMV3oFDAtvNO1,1,30,8,5,5,1,1
R_3JKM2THeyUP8VFm,0,48,154,5,5,1,1
R_1eDfPWrBzv2OGBk,1,29,47,4,5,1,1
R_2D5EKlFZqb1LsAG,0,46,180,3,3,3,1
R_2t3BUryVgTkgnDG,0,26,2,3,5,1,1
R_RsrxGMkDWSGIBP3,1,29,4,5,5,1,1
R_2V1EGmodaA4UDGs,0,37,204,4,5,1,1
R_1pDO85CVUrlOtfo,0,46,9,3,5,1,1
R_1KfkFoHSGS40xFf,0,31,136,4,5,5,1
R_XTzJnRvrTGALpOF,1,33,45,5,5,1,1
R_3I5jQPbX4AGKYvO,0,34,108,5,5,1,1
R_3Ms5Y3qOrwwbKVf,1,51,156,4,5,1,1
R_8iBo6krssCyOP7z,0,30,16,4,5,1,1
R_2tr5iRkFk8t0cXq,1,31,10,3,5,1,1
R_ZK1SB5hFMjXyaHv,1,21,27,4,5,,1
R_Requ99XCGt3cm9X,0,55,152,3,4,5,1
R_zV9qmYGfhMi33nb,0,20,33,5,5,3,1
R_5c1BFufNkMoMlQ5,0,23,24,5,5,1,1
R_30qp3XCEXZn0r7C,0,42,1,4,4,4,1
R_3iEkLRqIUvJI77Y,1,30,2,5,5,1,1
R_2rvikQRDyQQJmUo,0,34,5,3,5,1,1
R_262FhSyqMhp8jNn,1,26,1,4,4,,1
R_2wFuQuZC6o2dOh8,1,24,3,4,5,1,1
R_2RaCE7xbyIX3fDL,1,25,9,4,4,1,1
R_eM9Op5L0kNU654R,1,27,8,3,5,1,1
R_2Vx9IEuj5AUQC1f,0,27,1,5,5,4,1
R_3k1kbTjdaPtXv7D,0,30,40,3,4,4,1
R_1Nl9aR8b7j5UFDc,0,30,8,4,4,1,1
R_cMbLdhlmZf2E5Wh,0,22,36,3,4,4,1
R_114pBvpQUtCwwPF,1,32,3,3,5,4,1
R_2fex8qsNOs4SaxX,1,37,1,4,5,1,
R_3rTxRFwziq0cIdG,1,35,4,5,5,1,1
R_1rAKjpRIiR0YKwX,0,20,18,4,5,4,1
R_1fd472VLiIzir1q,0,35,1,2,1,4,
R_1DU2meWD3weZZd6,0,38,3,5,5,1,1
R_2D1PrJ92zh4QIzM,0,27,60,5,5,1,1
R_6KbyFX3ANlYWBlT,1,23,4,4,5,1,1
R_3MMQ5riNSP3nsDA,0,26,96,3,5,1,
R_1Cc30HxsOtjcVsl,1,25,84,4,5,1,1
R_01Jvptw4YUtxgCR,0,29,3,4,4,2,
R_3ENpDv0UYuUspnD,0,22,4,4,5,1,1
R_1MXrA64hg08RliT,1,18,1,4,5,3,
R_eYhQa3V9VPmzV7P,1,39,60,4,5,1,1
R_2PduJjhfH1F1OJa,0,36,60,4,5,1,1
R_9QZhYNd4w32kk49,0,38,6,3,3,4,1
R_sd4aYZQdxi4M30B,0,32,72,3,5,1,1
R_3EYbKhBSJ1Vp0Gr,1,29,181,4,4,2,1
R_2waWp90mzgvrxZ4,0,30,48,3,5,1,1
R_sAqNW5TcESKdydb,1,21,36,4,5,1,1
R_2Y54Gm4UKZTBmap,1,25,4,5,5,1,1
R_3NIAyszgr58df3X,0,48,216,5,5,4,1
R_88q43AktDZKxtmN,1,26,96,4,5,1,1
R_3JDHl3gnrKVJOTX,0,24,5,4,5,1,1
R_2cnMyEyeKjtNiZ3,0,33,119,5,5,1,1
R_1jBNDtZIf1O8LOF,0,61,2,4,5,1,1
R_1pLGzUyBLWdDXHM,0,38,1,4,5,1,1
R_2fHHi575C6IDzyz,1,21,12,4,5,1,1
R_CdyAuXxjRNGy7xD,0,45,24,5,5,1,1
R_cHogGOdLeXwJ3tD,1,25,1,5,5,,1
R_3PSMOKeuUgLFuSs,1,48,60,3,5,1,1
R_1re9PrhodVFKiVQ,0,46,180,5,5,5,
R_3JgEJShbEMDM616,1,53,10,5,5,1,0
R_27gviN0D3Uk7q7E,0,32,1,4,5,1,1
R_25FNUau1WWGHfFT,0,20,48,3,5,1,1
R_2pRhqwmUnQeRsKz,0,37,1,5,5,5,1
R_agBKsJ2WMQ7bnHj,1,35,120,5,5,5,1
R_1mDEGuMoqQXBrps,1,26,3,5,5,1,1
R_bmi2k5V2NldcMj7,1,27,3,3,5,1,1
R_3kn3Pp9BOW7NR9W,0,43,48,5,5,1,1
R_tQfDyqs3eQvRUEp,1,24,3,5,5,1,1
R_1lcPq1mZLVNVwus,1,39,27,5,5,1,1
R_2qy1WH4duT8yZUY,1,42,4,4,5,1,1
R_ai4RrB8vjPlfjTr,1,26,4,3,5,1,1
R_27rmlI5vRnWUZ3Z,1,22,14,4,4,2,0
R_1eKOoo2vwdirrnp,1,24,3,5,5,1,1
R_2ztGsWSIxjjVZMp,1,25,60,3,5,1,1
R_1H2bMiIBatzzl0o,1,38,168,5,5,1,1
R_3fYIGpWWGNl60U6,1,30,60,3,5,1,1
R_2WvDUnBAq1iGDNy,1,29,2,3,4,5,0
R_2Cg1erIrUs73gAg,1,23,3,4,5,1,1
R_2rwEUkrceNkdJQD,1,25,10,5,5,1,1
R_2f8KRFqV9tKZ93f,1,62,72,4,5,1,1
R_2ON48Xe1RZZrym9,1,24,24,4,5,1,1
R_Y4uIMdFSXnBkUcp,1,20,24,4,4,2,1
R_2V8hNEt9q6QfKte,1,25,120,5,5,5,1
R_2sXzyjWiUbY7SfG,1,48,24,5,5,1,1
R_1KrpZqORDULDzgC,0,32,15,5,5,1,
R_3033cS75RPTdZp7,0,49,3,4,5,1,1
R_3KwlIVY2GMbyRXy,0,27,3,5,5,1,1
R_1Hjh8yzTOLjlvcY,1,23,1,4,5,1,1
R_1QmgWaCBgk9IUQr,1,48,60,5,5,1,1
R_3L72K3CCwveVKys,1,23,0,4,5,1,1
R_1rJumK1GQAPa3Dn,0,23,18,5,5,1,1
R_3nuSQuvCgPCzgEc,1,36,2,4,4,1,1
R_8ogHBJDWEkHHYI1,0,39,4,5,5,5,1
R_2zvZQXbsSZpeWW9,0,29,3,3,5,4,0
R_r8cTcwJWxGQ9EfT,1,44,3,4,4,1,1
R_zVkiIiqWslWcLcJ,0,26,4,4,5,1,1
R_1jNGWMzMq6qNwLX,1,30,3,4,5,2,1
R_25uyBUHBd8IcGNd,1,30,120,4,5,1,1
R_ZagqwNFgB5JRcmB,0,24,15,4,5,1,1
R_3dEAEpU2NVHgMfG,0,24,60,4,5,1,1
R_1zSDzGyCn65jJRL,0,18,2,5,5,4,1
R_2U6o3g0oWZGujon,0,49,12,3,3,1,1
R_3nkDW6jYf81xiEA,0,50,184,5,5,1,
R_2PB8NA52Xyky9lQ,1,31,3,5,5,1,1
R_1LS6E7RH9TOoled,0,23,7,5,5,1,1
R_3Pi8pE8VS6Z1dn6,1,25,60,4,5,2,1
R_1mqpwuVVwWpreUc,0,40,15,4,5,1,1
R_3hiQMakjxfzE3oM,0,27,3,4,4,3,1
R_vVJYfyH70aO9qc9,1,27,3,5,5,1,1
R_1GNcuJdrZoosCM2,0,50,4,4,5,1,1
R_3KVEHaRiXc0iWe1,0,19,24,5,5,1,1
R_2aQTLif7kpk9Ok5,0,48,36,2,5,1,1
R_6eRbr9x1fWtwk5r,1,30,24,5,5,1,1
R_1ooi5xeJkEGrCMa,1,27,3,3,1,3,1
R_1MVPXvKoqqKKseD,1,33,48,4,5,1,1
R_2XjslPMhYGyJooU,1,44,24,4,5,1,1
R_1GJROSkMoECdETb,1,27,24,4,5,4,1
R_2tCZ29rRR5B3tKd,1,39,12,5,5,1,1
R_2BaHTEH5MCAbdbk,0,32,4,5,5,1,1
R_3sytnfJj5TqIfQh,0,52,2,5,5,1,1
R_qVjGUungh6E5R7j,0,29,3,4,4,1,1
R_bHm3wJSr9BOzMDn,1,42,18,5,5,1,1
R_3KYKSdxUEt5zVZm,1,29,3,3,5,1,1
R_3OfCf88j3qB8scp,1,24,60,3,4,1,1
R_1PcoIxgcQeyW1xF,1,32,36,4,5,1,1
R_1P4LJY0Dk5Y9v0F,0,21,48,4,5,1,1
R_3QJHFyQW2pIU9Hw,1,23,4,5,5,1,1
R_w5IKT3SGmxCa6sx,1,35,48,5,5,1,1
R_2agXLJCg5FGteuS,1,44,240,3,5,1,1
R_3ltXphI5Xz8WG1I,1,34,36,5,5,1,1
R_3IbCMkEtpmBMcN6,0,26,17,4,4,1,1
R_1N39M8xeCqZXR5T,0,37,144,4,5,1,1
R_yszB60K7ZhDdg2d,0,18,4,5,5,1,1
R_3sn2QTheIVdX22K,0,21,36,5,5,1,1
R_x3OcpnrwFqW7AyZ,0,38,24,3,3,3,1
R_2Cv5hX3YIYIqbwS,0,30,72,5,5,1,1
R_2CBWUjc7BhhJrTF,0,23,60,5,5,1,1
R_2ype8cqjtwOIfGS,0,39,96,5,5,5,1
R_12tJ1gKZeH8vB3R,1,26,3,4,4,1,1
R_3shLHfHe28iLRHQ,1,27,18,3,5,1,1
R_3NFgBo1OXt67wiY,1,26,180,5,5,1,1
R_33guODwzyNX8iTY,1,44,240,5,5,1,1
R_2VKk8nGkLpOkYFo,1,43,48,5,5,1,1
R_rjvnwzy3It5kbrH,1,40,0,3,4,1,
R_2qr749KtbCF5lnm,0,18,3,5,5,1,1
R_3EbYrCBuRKDrFLO,1,28,6,4,5,4,1
R_3rTD9h2wVT9Jkm3,1,33,7,5,5,1,1
R_1ONoNVMimi8jeK6,1,31,12,5,5,1,1
R_yI0Ew2A134eJH6p,1,24,5,4,5,1,1
R_2uybZUjLeqXljUU,1,39,5,3,4,1,1
R_6lpYo8z7Iaf96XD,1,25,9,5,5,1,1
R_2RP5tstFtALAmFH,0,45,3,1,2,1,1
R_2sZrnDfvnnOlKVb,0,21,5,4,5,1,1
R_3e989NVV2Bvhx9w,0,29,36,4,4,4,1
R_3QYsACY9JiVfkqZ,0,27,84,4,5,1,1
R_3NFfYy9xMXlHz52,0,21,3,4,4,1,1
R_2tbvjkczOoE9BhQ,0,23,6,5,5,1,1
R_1DnU0hgh4GB4k5E,1,48,4,5,5,1,1
R_3g70qi0nx8k2MbM,1,29,3,4,4,1,1
R_1FP8jGCbyfAwAwb,1,32,60,4,4,1,1
R_Y5hg68WCyYE8Ne9,1,38,204,5,5,1,1
R_1DtWe1stwau3pVe,0,21,48,3,3,1,0
R_2BgNQTulV5mvIL0,1,20,36,3,4,4,1
R_2460TwKfDko9QAi,0,60,180,4,5,1,1
R_2QmNZPQ1reJq02P,1,27,3,1,1,5,0
R_qKtWxiFI2Y7HNDz,1,35,36,3,5,1,1
R_WkTw0MEOOjyuIyR,0,60,77,5,5,1,1
R_PZMF1J3GuzvcFBD,1,26,11,3,4,1,1
R_eVQauxOh1PXfFxT,0,33,132,4,5,1,1
R_30vnXbzp2fvhmVC,1,35,48,4,5,1,1
R_1Fmj1qp6sBE1GYD,0,28,8,4,5,1,1
R_OoNU9WZZpxRYhO1,0,22,2,3,4,4,1
R_3JjYU0Abk4XtYUF,0,45,10,4,5,1,1
R_2drVO212uyDhVIV,0,43,4,5,5,1,
R_SCZVRAxhzIiXQ2t,0,44,18,5,5,1,
R_1qe8DvBXVhLMS6S,0,56,3,3,5,1,1
R_PwerSV2TtVLJK6t,0,32,7,3,5,1,1
R_27scdmPpFVaHY0S,0,31,3,3,4,1,1
R_w1MzzSAXpRxnxTz,1,27,3,5,5,1,1
R_2R2IgPB1rlyqslZ,1,19,6,5,5,1,1
R_2WO4QXX1z4D3pvN,0,27,9,2,3,1,1
R_1gLtSvzw2udE6QT,1,46,9,2,4,5,1
R_3DtOiL0h50gk5vd,0,26,72,5,5,1,1
R_en84XXGVG2JFik9,0,27,72,4,5,1,1
R_3qkwR0u59omsayv,1,21,0,5,5,1,1
R_2y75RFcQPABsQ2P,0,33,1,4,4,1,1
R_enx7OGef8x49R9n,0,34,36,5,5,1,1
R_42ZvfjEUxkjcN4B,1,42,132,3,5,1,1
R_25FsS5nqVkZpsGl,0,18,1,5,5,1,1
R_b8bbDJtQuVBft7j,0,16,56,5,5,1,1
R_1esCdxvoJwQdMNm,1,31,1,4,5,1,1
R_tY6zykThOk36UFz,0,37,1,3,5,3,1
R_s5oDfJsV0iFMNm9,1,46,180,5,5,1,1
R_1gI1laKF2Pl6q9Y,1,28,0,5,5,1,1
R_STqa6yZIaLLOXiF,1,29,1,2,3,4,1
R_1im7ztRLAkUe8Lp,0,24,1,5,5,5,1
R_2xRZ4J89HKdH6st,0,30,132,3,5,1,1
R_2af7CJpNoA1PKgm,0,21,1,4,5,3,1
R_3MoMUBgsoefRkNm,1,19,1,4,5,1,1
R_27J6eir6UUv25og,1,45,48,4,5,3,1
R_AHix5euURyH1qql,1,46,2,4,5,1,1
R_3kFkxHuMiNHDuJi,1,20,8,4,5,1,1
R_1hRy5bElKgEtskd,1,42,48,5,5,1,1
R_28GrFOQ7CoDK2Ua,1,18,5,4,5,1,1
R_2fIMvaYDto1tWfM,0,40,27,5,5,5,0
R_UlGkI0CjNxeYjiF,1,38,2,5,5,1,1
R_3J8cmLnOrlK8bmw,1,20,1,4,5,5,1
R_2fDRq4EAKNZgH0t,0,23,72,4,4,5,1
R_ahgDELllPkMH8g9,1,29,1,4,5,1,1
R_1CwhLgf8kgntaM0,0,18,1,5,5,1,1
R_vYueb9F68ObRt0R,0,32,180,5,5,1,0
R_3MLtJJ4vtgO8KWd,0,18,1,4,5,1,1
R_22xkMXavEWrACFz,0,19,12,3,5,3,1
R_1pKyGdYkYVYDqB6,0,38,75,5,5,1,1
R_2tLnJXcKPPlayck,1,21,60,5,5,1,1
R_3oGjA8MACL7LhnZ,1,29,24,4,5,1,1
R_27vdp1EKx09Iax4,1,40,8,3,5,4,1
R_3IYkwTojwce07HI,1,30,120,4,5,1,1
R_2TnueltvYZHsMl4,1,25,57,4,5,1,1
R_2YIXDChOHuZzPk4,0,25,96,5,5,1,1
R_3EGduDdCIVt5Xit,1,25,96,5,5,2,1
R_33pYeqDayhGJeYF,0,35,24,4,5,1,1
R_1PShSkPzgjaSfyX,1,28,24,3,5,5,1
R_3h5vNJJ5U0erAIc,1,25,72,5,5,5,1
R_9Yu1JZLHcAg7DgJ,1,47,50,5,5,1,1
R_Q61xn7nmLpkNPX3,1,29,2,5,5,4,1
R_1odnV8Q4Mp788fr,0,31,48,3,5,1,1
R_1rCGlma455CYxSI,1,30,1,3,5,1,1
R_27UNNu89vPeOsKw,1,28,6,4,5,1,1
R_2sYKs38fEqiYMa7,1,27,24,4,5,5,1
R_2xJ0vF61OlnxBnn,1,25,97,5,5,1,
R_23TtEKed6uLlUhJ,1,24,48,5,5,1,1
R_245zbcWyZvk5nNh,0,27,36,5,5,1,1
R_SDIK6bxnRJLivyV,1,20,5,3,4,1,1
R_1f2eF8RYKCVQGpQ,0,29,120,4,5,4,1
R_AdpjOnyH64I0obD,0,56,1,5,5,1,1
R_1hF5fiGIFM7oIy0,1,34,108,5,5,1,1
R_1NzApoEupI56v2J,1,40,96,4,5,1,1
R_xaMaVPpLCgojuFz,1,27,2,5,5,1,1
R_1djkHrmLSX9G4Rm,0,27,96,4,5,1,1
R_2trLJFtrxbaczrC,0,25,0,3,5,1,
R_2PtLe7PlcX4a3pC,0,30,72,5,5,5,1
R_2YGw4sJXNw7t49k,0,29,48,3,5,1,1
R_2asPVMECU9OFf7t,1,28,1,5,5,1,1
R_11XZlh0hniqRl0B,0,49,38,4,5,1,1
R_2495hLeaM6KVt7k,0,32,24,5,5,1,1
R_26kDUQNdcCix1tz,0,34,180,4,5,5,1
R_BsupJhxiqy3ORA5,1,56,60,4,5,1,1
R_Zme8mLeSHqa9q0N,1,23,3,4,3,3,1
R_1mUYjYGnsOeTrRu,1,50,4,2,1,5,1
R_06EPBM5u6Swx1SZ,1,22,24,4,4,2,1
R_8PT5muoQEsA0jYM,1,21,24,3,4,2,1
R_mub2KM05G7XNPof,1,20,10,3,5,5,1
R_o0QVNnFCbGYXWBk,0,39,36,3,4,2,1
R_8tpwisnZ9uDKXJm,0,39,32,4,3,1,0
R_ccAMxwDHHdxiFnX,1,37,10,3,4,2,1
R_gQV3id9fq18Tg5Z,0,21,8,4,5,4,1
R_1yCIuFsx7UXfTaY,1,27,1,4,5,1,1
R_navWLtf73qZp8cW,1,27,14,4,5,5,1
R_dSCuFhqlhyMjdQk,0,21,9,3,5,1,1
R_lHEsdITgEMi3TBx,0,20,24,4,4,4,1
R_gW5YGS92jzOJZHl,0,18,6,5,5,1,1
R_iIyQi8C0zwjlLDA,0,50,108,3,5,3,1
R_bRE05XCJT9rUXlX,1,40,15,4,5,,1
R_2XjSClANvNDFD9R,1,23,480,4,5,,1
R_1SAczaaD7T2Thob,1,19,9,3,5,3,1
R_khtO9aZ7uRYbd0J,1,33,12,3,5,,1
R_6BzoDbmhzcOYNFi,0,28,132,3,5,3,1
R_9SpUrnbD5fsCmR0,0,20,12,3,5,3,1
R_f2Te00UNUJq9RD2,1,19,3,5,3,,1
R_idp5xRIrGkT93I6,1,28,12,3,3,,1
R_1baS6Afjs3sXBDe,1,47,12,4,5,,1
R_gbomLLzNJRz67PJ,0,25,4,5,5,,1
R_iBKifmFn7nd6weX,1,19,12,4,5,,1
R_gqwIsN5wf8lfRdo,0,53,24,5,5,,1
R_g3wuM6iteuoH5Ui,1,24,12,5,5,,1
R_jY6O6cQmbsryQEv,0,56,90,5,5,,1
R_nTGSWJm3qCnTYTa,1,27,19,5,5,1,1
R_gSjjQMY1wWX2qcn,0,45,84,4,5,1,1
R_gEHjho5A0HwyMPB,0,41,42,4,5,1,1
R_e36cQgQtwT5Jphl,1,30,15,4,5,2,1
R_aUfCYsrI4kLtZSF,1,22,48,5,5,1,1
R_48BnlZfwiMyAJJt,1,35,12,5,5,1,1
R_1WxnCHiwEDsHMx9,0,26,108,5,5,1,1
R_kOJsUxoLwF7vovr,0,24,12,5,5,1,0
R_7lsv3QBJ6EogM3e,1,36,24,5,5,1,1
R_d4RwncAzjDU50vi,1,48,63,5,5,1,1
R_0IRjZ92ixFnobG6,0,21,12,4,5,1,1
R_lJYTb16vzKDlkUO,0,22,36,5,5,1,1
R_be8n082dNbhY7WS,0,28,36,5,5,1,1
R_orJWi6OLJ2nImBW,1,34,48,4,5,1,1
R_jhgN4FJZFKeaJTr,0,35,48,5,5,1,1
R_fEaPefol88KZAhj,0,28,108,4,5,1,1
R_5oWtnfWwDvPe7xt,1,35,6,3,5,1,1
R_kE5X1bRz2DbTciF,0,31,84,3,5,1,1
R_2cOkOb4JKvGggNB,1,53,72,5,5,1,1
R_bACJkYRjALRGBKp,0,24,8,4,5,1,1
R_4ZzkHUdivmspjvF,1,33,12,4,5,1,1
R_beK3mPAeVmOrvKW,0,18,3,3,5,1,1
R_85VRsoedxCTSwRD,0,22,17,5,5,4,1
R_fx06VQJvowzsaiu,1,43,30,3,5,1,1
R_00H9yE60rrA0N8h,1,36,30,5,5,1,1
R_6EUqdbkjKfFVbcu,1,23,12,4,5,2,1
R_5AQn80G4NRFcv6b,1,40,17,3,5,1,1
R_9taI7YnOPuG3ZYR,1,22,10,4,5,1,1
R_eGUGqvqwHhj0p8g,1,55,4,5,5,5,1
R_o9uWU74cZoXs9Jo,1,24,84,4,5,3,1
R_nsW1o2HRIIdNoov,0,49,84,5,5,1,1
R_1XK2pBoGn6Tx6V8,0,34,14,5,5,5,0
R_iTReTJdWE4U7Qqf,0,25,65,5,5,2,1
R_amsiAO2Q4M4JpLk,0,28,30,5,5,,1
R_4ZL8Kdv8g1NYWSa,1,45,36,3,5,1,1
R_emsJWYLZpvvAWih,1,28,18,4,4,,1
R_mNumeYAQa2MiSBK,1,39,18,5,5,1,1
R_066H0ue9vE9b5za,1,23,51,5,5,1,1
R_jv69WwBRJLWZCpk,1,28,27,5,5,1,1
R_hy7jkcq9ndCn3qM,0,24,26,3,3,1,1
R_9XZqkLRkOrFlMSY,0,35,108,5,5,1,1
R_oMy2EpgvIlqrMi3,1,34,15,5,5,1,1
R_gYey2qM09cK4ITg,1,25,12,5,5,1,1
R_4arISmIlV5EnxZ5,0,27,30,4,5,1,1
