Response ID,gender_core,age_core,entity_tenure - Months,conditions_rate_core,safety_core,pressure_to_work_core,factory_recommend_tf_core
R_2CT6ODpsAivnl0y,0,27,2,3,4,4,1
R_9dDGOlweRE8Acgb,1,18,1,5,5,5,1
R_01rg0zSnoYmovl4,1,36,2,5,5,5,1
R_a4tLDCX6JwMiN7l,1,28,11,4,5,4,1
R_m0T76bIocnyzK7o,1,55,18,4,5,3,1
R_7F11btntjAMyI6v,1,42,1,3,5,3,1
R_hSEu1Js8U6ioeki,1,40,1,3,5,5,1
R_kapqelELJjIyu65,1,31,2,5,5,4,1
R_dlEu7mPuoU73XtD,1,23,2,3,3,1,1
R_1ivrloyMhxLgBTU,1,47,36,4,5,1,1
R_g5kmIAJPouMUHZI,1,18,1,3,3,3,1
R_orBTCgQmrPUmvsQ,1,26,2,4,5,1,1
R_iZjxVW1QkOy5Tus,0,50,60,3,4,5,1
R_3Q7DEM7BaRjYpGt,1,49,2,3,4,1,0
R_dXn9RE0CIsKURrk,1,28,1,4,3,1,1
R_0qBLoaCjsT1341b,1,30,1,3,4,1,1
R_kVisGlF3ncpCzhJ,0,19,27,4,5,1,1
R_fHpZRObMhnHvLdO,0,28,35,4,5,1,1
R_jQNkCg6YroCO5xh,0,61,1,5,5,4,1
R_iJz9CsopW1LVJt0,0,76,60,3,3,1,1
R_dWCefMcNwGxNbPp,0,21,1,4,4,1,1
R_6Fq9Syr2lagSKm2,0,38,66,4,4,1,1
R_3WiLk718DaYsbyU,0,19,2,4,4,1,1
R_4TjCHtWxgNY3ibA,0,31,27,3,3,1,1
R_gPrXbzphEERArix,0,24,1,4,5,1,1
R_lCEdXU8mhiyUP6G,0,18,4,4,5,1,1
R_iVKk9LyvDYBczHD,0,54,1,4,5,1,1
R_hloOSEfeyInzX1j,0,23,2,2,2,1,1
R_5KxpqjKKqvPdjDS,0,24,1,2,4,1,1
R_e9hkOj9WZkEhZg5,0,57,1,5,5,1,1
R_oA3xZ89OLP9YLQg,0,38,1,3,5,1,1
R_5abc5H6Y5RNJtdR,0,20,1,4,5,1,1
R_e5WFtoaK9Qr2eCX,0,32,27,5,4,4,1
R_hLPxRPcLzdK1epN,0,21,4,3,3,1,1
R_9WuiRipEnNRegPn,0,38,120,3,4,1,1
R_fr0GY49eSPxFtqN,0,19,16,3,5,1,1
R_eurzumscCKxdfiv,0,33,8,3,3,1,1
R_eRlsvjtnZvPqKiK,0,42,34,3,3,3,1
R_dKcXzFUW3JEoGUw,0,27,36,3,5,1,1
R_eoLZZZBp7lCpWrZ,0,38,50,3,1,5,1
R_nRnNrRBA08qLPLo,0,18,20,3,5,1,1
R_ewJgrRrT4Im8jOS,0,20,7,3,1,5,1
R_mIxUlk2B8s1e7OR,1,46,48,3,5,5,1
R_fXwlmnE9E5mi1jz,1,28,48,3,5,5,1
R_9oGwHToq5sWW1A1,0,45,36,3,5,4,0
R_gknjXnnL5X3QKk1,1,44,12,3,2,5,0
R_caTL4R4EFGXnl1r,1,47,72,3,5,1,1
R_hKoDBs7bea7EkOU,1,36,6,3,3,5,1
R_obD8P3gIVHOc8Z4,1,28,96,5,5,2,1
R_4PAgT5FqMEk3BZq,1,25,36,3,5,1,1
R_0Ptwt4qTsFWQpLi,1,56,72,3,3,,1
R_8IXKmmxQTLu9LIV,1,43,12,3,5,1,1
R_5eBCHoHn7zrYQVl,1,27,12,5,5,3,1
R_3SyS6kgJwKNvWYq,1,44,36,5,3,1,1
R_bzBlopZLkvOvWcq,1,32,108,5,5,,
R_7FT5xDtB05nTYf4,1,28,72,3,5,1,1
R_649LNSTi1Dd1Jsd,1,27,36,5,5,1,1
R_aEQrEcLcAqykuMx,0,32,48,3,4,5,1
R_8szz22v6DL0mMUA,1,36,25,5,3,1,1
R_jAOVZxJ1NTUkg62,0,42,78,3,5,3,1
R_5znHokI1NVq31Ni,0,38,41,4,1,5,1
R_77HT6cJjC83L1R2,0,32,36,3,5,1,1
R_fjqzo1G1fyf0vEk,0,24,7,4,5,4,1
R_c42OTV2l8JfYdYP,0,18,6,5,5,1,1
R_nEufgV9hPcBdQac,0,33,60,3,5,1,1
R_iZeB25JxOKl8lJG,0,41,43,3,5,2,1
R_hrfntuDUDMVJweg,0,36,2,4,5,1,1
R_lXEotqIkXpC4szr,0,54,26,2,1,1,1
R_10VrawhpsNDvqRP,0,19,12,3,5,4,1
R_dEBjjiW7nauKRhR,0,23,72,3,5,1,1
R_2gmCBNQG3XYZqGD,0,40,84,4,5,1,1
R_8jBHEpx4y29SR75,0,61,36,3,4,3,1
R_96SAWnJ1AHMZzAk,0,18,4,5,5,1,1
R_lADZU5ioitH9Hg5,0,29,84,5,5,1,1
R_9bfc7tL3y39JT7T,0,54,120,4,5,1,1
R_n0Jq1P4bX1cbX7S,0,25,1,5,5,1,1
R_3qvMtWcfT4mH38X,0,22,4,4,4,4,1
R_1NwN7hBgm0FEW89,0,18,2,5,5,1,1
R_daMsunU5XJsaHYO,0,19,2,3,4,4,1
R_2U0MfUY2rxPZnj8,0,47,24,3,5,1,1
R_jkryW3HiCdUahBt,0,20,36,4,4,4,1
R_l33KYZuTH8X2ZqQ,0,62,61,3,5,1,1
R_mZ1zj0SKBS3d8IZ,1,49,96,4,4,5,1
R_6Wo1shZgkm6SNAw,0,36,24,3,4,4,1
R_f7M1Rp3CeF69wDz,0,21,3,4,5,1,1
R_5Kw8rOqodRHsHFh,0,44,35,4,5,3,1
R_1Mj1PBtkUR2Hdjr,0,19,11,4,5,1,1
R_hJ7XFIK12gfg9yh,0,51,23,3,5,1,1
R_1jeVl1XkQydv0yI,1,28,3,4,5,1,1
R_oBKPtKNEgKCPcuI,1,26,1,5,5,1,1
R_02CZpX7Kz3fzgr7,1,41,1,4,5,2,1
R_lEjSLvzoVcO5zC0,1,46,120,1,2,5,1
R_fQ912tejbEXCO1r,1,19,1,5,5,1,1
R_aeuonwia22FP7KL,0,62,48,5,4,3,1
R_4v62a5AY21Klop2,1,28,48,3,5,4,1
R_k7vEFF2l9citfup,1,19,19,3,5,1,1
R_2Dpk5jNfKPc4KMn,0,36,72,3,5,4,1
R_fGUkVdq9lgmgzZZ,0,23,1,4,5,4,1
R_ckC4ihT21cyuHmH,1,23,1,4,5,1,1
R_jPm9cIXc1y02xfr,1,51,1,5,4,1,1
R_5Vq0cLpU6kySPVR,1,43,2,4,4,4,1
R_1G9J8FhgbGattvK,1,44,62,3,5,4,1
R_4Dy2hOburHU0iR1,1,44,2,5,5,1,1
R_3UxOJEQ5GE7zz6n,1,54,56,3,3,5,1
R_hjRuKmex5DoMf9r,1,31,24,4,3,3,1
R_0b1rkRmaXj0isRx,1,20,1,5,5,,1
R_oRs7wz7WHjdROZk,0,21,1,4,5,2,1
R_ehsBwxqp4TpuP5E,0,35,25,5,5,1,1
R_kf6pMIvdCnJWBGF,0,43,48,3,5,4,1
R_kvfCiLCDnkFldkP,0,58,27,3,5,5,1
R_ggD27yoFDoZZx7l,0,21,34,3,4,5,1
R_6LOo2RPHmu6B2gL,0,53,56,3,3,4,1
R_2rXjl7NzXEGOEOO,0,40,24,3,4,1,0
R_ou3ntBmUbcV3wPK,0,21,24,3,4,1,1
R_8tj7zog2GRGORM8,0,19,6,3,4,5,0
R_jrGoiFk7RU0DFDv,0,43,120,3,5,1,1
R_1lkgZSM7cItJ7nc,0,19,12,3,5,1,1
R_21RlpPENZuDnHOd,1,58,12,3,4,5,1
R_1dJ8PoJhOsUOVdE,1,42,39,3,5,5,1
R_mhLLcNSRc8mAehT,1,25,14,3,5,4,1
R_hhkkNAHv8PW8X96,1,28,48,3,3,4,1
R_4NP2qnPVZXqvBDb,1,49,20,3,2,5,1
R_cvSZCcU9srs4ZGC,1,35,36,1,1,4,1
R_hd9rxPmk3Osx7xf,1,23,13,4,5,1,1
R_oH5V3Rx4U71Rj8H,1,39,48,3,5,1,1
R_maaIGoCgmi1w2xB,1,56,120,3,5,4,1
R_9FMrOQPdDC4YMEO,0,32,72,3,5,1,1
R_mUB3ab23b9fLdd1,1,43,30,3,5,2,1
R_0zbPpcKBqFY9B1e,1,45,12,3,3,3,1
R_3wXVHftFONmP5EL,1,57,25,3,5,3,1
R_kRufIwJZEXHdzyL,1,38,36,4,5,5,1
R_izWzSEUV8a2HULr,1,49,96,3,1,5,1
R_bzgA8rCLJwNa9yW,1,50,25,4,5,4,1
R_8fhQci70m3EqpQU,1,41,32,5,5,1,1
R_3bQYrEInvfHhNGN,1,40,15,4,4,3,1
R_1g2tL745JD8tQvs,1,24,48,4,5,3,1
R_027k6q7d3WWAvyc,1,28,14,4,5,3,1
R_edI9h9DzJEaB2uZ,1,29,12,5,5,1,1
R_17PFDYFq5xyYEJo,1,43,40,5,5,,1
R_6gmSlOscBRqgAdO,1,57,120,5,5,3,1
R_6mT91WJhpdD1Hrm,0,38,120,3,4,3,1
R_4CwhmQ8j26tkYtH,0,23,42,3,5,1,1
R_62A9ZuwwMyTJ5PT,0,30,120,4,5,1,1
R_2TkMgRkeydoQCIg,0,43,6,3,5,1,1
R_mjniFQZ4gPzDMEK,0,38,60,2,5,4,1
R_6XwitTjyIfZourh,0,20,24,3,5,1,1
R_lDbIh1Hp005jpba,0,21,3,4,5,1,1
R_2P00b0wjJQdLDzp,0,45,18,4,5,1,1
R_0TVZsmLZ7EHJk9u,0,52,144,4,5,1,1
R_ep5R46zuoQJ3NqA,0,20,12,3,5,3,1
R_0q45HkPISFGWtQN,1,56,38,5,4,2,1
R_mYbHiuG0nr92IGE,1,22,8,5,5,1,1
R_h80alqFBORgZ2sJ,1,28,9,4,3,1,1
R_6Gwko4BbM5zHMz9,1,23,27,4,3,2,1
R_5YDCYsfvFmnc6mt,1,62,51,3,3,1,1
R_oap78D8bLm7dwBw,1,45,16,3,3,1,1
R_eTTPAv2VNvxXxO7,1,49,120,5,5,1,1
R_3vX4MfV8nBQUsaO,1,27,21,5,5,3,
R_j8GyaA0BsJgpRMx,1,53,19,3,2,2,1
R_48mPGFEt25HqCob,0,34,117,5,5,3,1
R_eR6K8Nyd4x1zwgW,1,45,29,5,5,2,1
R_mmTQkXS5o9QNmdN,1,23,48,3,5,5,1
R_2B59hdsf8sE0MKR,1,22,11,3,1,5,1
R_iyLodjE30XIwRgz,1,36,12,3,3,1,1
R_mm6IlWGqkbCe1FA,1,46,7,4,5,1,1
R_5VoO5xpFP88cvXY,1,34,11,3,4,4,1
R_gs9qBd2bvxYMdse,1,44,96,4,5,1,1
R_6zLMBtw78h8suGT,1,22,60,5,5,1,1
R_7pIZlf9dayOls78,1,22,11,4,4,4,1
R_dNHoruHiNYPcePu,1,38,19,4,2,5,0
R_oK1BCIr9h9oCQ3T,1,34,10,4,5,4,1
R_j6E6H0VZTMQGEby,0,25,30,3,5,5,1
R_k2gBwTsQQElG2sP,0,42,108,4,5,1,1
R_bumQQaJchj2cn7R,0,62,26,5,5,1,1
R_869iMUV5IsG03GQ,0,35,18,1,5,5,0
R_is5abRBShO32ZT7,0,28,96,4,5,1,1
R_iwR6sjbvzXEtlgr,0,29,24,3,5,1,1
R_mmrcNDMVigdlBiu,0,29,108,4,5,1,1
R_l7uopKPCgfbITHI,0,25,24,4,5,1,1
R_cuEr2HohRuKB8Tg,0,18,4,3,5,1,0
R_mPYBU5vm8ZqCZcH,0,28,60,4,5,1,1
R_nUthHTMn9FiuAKD,0,29,18,4,5,1,1
R_o59rfe3aFs45dl1,0,24,17,3,5,1,1
R_2cVzT60f73MlzK6,0,41,15,5,5,1,1
R_dQtiV6CY3RQHc6x,0,53,35,4,5,1,1
R_kM8mHx5EOsAhk99,0,28,36,3,5,1,1
R_bGwdMzaEipdqfNR,0,41,108,4,2,1,1
R_4j7yVp5g5BeoyfD,0,35,14,3,5,1,1
R_3kS1UXM1JCfC5iy,0,23,8,4,5,1,1
R_19mlyW7A14Hj9iA,0,34,72,4,5,1,1
R_jggzElt1ntGwZrt,0,53,20,4,5,3,1
R_1gMaqZxGwRT3GOG,0,32,132,4,4,1,1
R_3CxvVX2EGAk6y3v,0,26,72,4,5,1,1
R_z8tdiGTlcFHz8ul,0,23,3,4,5,1,1
R_2pSNig06167iRHp,0,26,24,5,5,1,1
R_24tU7DQJ7LmpT1F,0,35,12,4,5,1,1
R_1q58W3WNJz5bv1F,0,33,60,4,4,1,1
R_zfkrKOjnnSC4EJH,0,30,134,5,5,5,1
R_1qadrn2x9B7X7pf,0,29,60,5,5,1,1
R_2s4lU9Xxo88IWQQ,0,52,132,5,5,1,1
R_24NsrdEWd1PKBVX,0,49,12,4,5,1,1
R_3m9wYYI4jLQz2hl,0,25,60,5,5,1,1
R_1dNBGyQwhKl6mtc,1,48,48,4,5,4,1
R_0Ol1Qr8xyW2mOD7,1,29,132,3,5,4,1
R_retIEmaKW4vjlEl,0,36,156,5,5,1,1
R_YbJjooltRztWu2t,0,19,6,5,5,5,1
R_1f1tjMOwXNoWTwl,0,32,46,4,4,2,1
R_242DQaPvhh9B386,0,45,168,5,5,4,1
R_1IJXlQdEXxcBVcm,1,36,6,5,5,1,1
R_3rGUWvDlKstwwtj,1,34,3,5,5,1,1
R_3g4S8EnRP7p9jjW,0,28,92,4,5,3,1
R_3hsVuTfvDlFxZdP,0,39,156,5,1,1,1
R_28BpZTGfgDeLHYo,0,29,7,5,5,1,1
R_3dMrEvohcsXIpk2,1,34,72,5,5,1,1
R_2uNCBTVliSPo3aI,0,28,72,4,5,2,1
R_3iqJFTJ4dz67Ncs,0,32,137,3,1,4,1
R_2aqVWfUo4PxrdCc,1,22,3,5,5,1,1
R_3n28504zxlj7xSo,0,27,96,4,5,4,1
R_0Tmu89rgx2Hf3tD,0,28,72,5,5,1,1
R_BLZrnQiJDqubzqh,0,44,156,5,5,1,1
R_3fDg9X2v196Acpt,1,36,120,5,5,1,1
R_AHfpb5pGcytA6AN,0,32,18,4,5,1,1
R_Oa5JFz3wzLdApDb,1,35,96,4,5,1,1
R_D1ZnIfu6iWpFj6F,0,31,48,5,5,1,1
R_2BfECTD4SZBslUV,0,35,156,5,5,1,1
R_2PosvajDdl3v5cg,0,30,3,,,,1
R_1N9efsYuE0TRkOZ,1,36,156,5,5,1,1
R_22rXtQdjQRu5qwV,1,38,48,5,5,5,1
R_1F52jOdlRYQDG41,0,43,161,4,5,1,1
R_1ewA2ltpElZewhQ,1,24,2,5,5,1,1
R_1BPIqoIh7wN08p7,0,21,8,4,5,1,1
R_2UbVOwEnqqYazMF,0,43,84,5,5,1,1
R_3MgMQedLNUa971s,0,32,80,5,5,1,1
R_3HIwq2QP9ZV2WTM,0,37,1,5,5,,1
R_2vY1VW7D8RfIMIF,0,38,72,5,5,1,1
R_C9VjUXypKSpAimB,0,45,48,4,4,1,1
R_2Y62o69ei6CVVSR,1,23,5,5,5,1,1
R_2DMs12OK74abD07,0,19,6,5,5,1,1
R_2CcU749HbVI2zVy,0,36,72,4,5,,1
R_2xCYmhdB2oNQluq,0,26,9,5,5,1,1
R_21dOuJMsseFOUcH,0,48,30,3,5,2,1
R_27vaCLNkN1Ijaho,1,25,7,3,4,1,1
R_1FIFhK2kpiQcxQL,1,25,3,4,5,1,1
R_3Oexl9LTyRxvHzh,1,36,1,5,5,1,1
R_yHHKzOacBzhKqv7,0,30,152,5,5,1,1
R_3qWn6CEknKBpGLB,0,30,96,4,5,1,1
R_3qlK7i4dsANS94i,0,33,108,3,5,1,1
R_qDdcZvxAx8VrSDL,0,32,192,3,4,1,1
R_11hBXj3SqF9tOds,0,39,123,5,5,5,0
R_9MIFqBof1N9PNxn,0,34,96,3,5,4,1
R_CjiB0vWJAwdlTAR,0,23,12,3,5,2,1
R_6F3ZjQahhj8xeP7,0,34,48,5,5,1,1
R_2PA5cDeyXgKOAge,1,25,13,5,5,1,1
R_27eRUZXWahWYx0Y,0,32,196,5,5,4,1
R_9ZiKM04WGwutnUd,0,30,62,4,4,3,1
R_cMuqbgpQNNhShYB,0,39,36,3,5,3,1
R_9npwixbOpFEiAIF,0,32,120,4,4,1,1
R_2qxRU2muJp8wwqO,0,48,168,4,5,1,1
R_3fuVrisCBhyPTOM,0,48,5,4,3,1,1
R_41nn5QjHzCL6YSJ,0,36,150,5,5,1,1
R_3psZ8gR0drUWdqP,0,32,144,5,5,1,1
R_1jwaY7XP63FEUbA,0,29,16,4,4,3,1
R_3qWDJVVqkByEvnT,0,30,5,3,5,1,1
R_1LwHwhe4SPWZUYs,0,30,71,3,5,4,1
R_a5EQO8RfKJ85eLv,0,36,120,3,5,4,1
R_1rBmQ60ovoq3Oip,1,29,3,5,5,1,1
R_3eh8sf6cnZw20IN,0,30,120,3,5,1,1
R_3kGj2al1j6EEOoJ,0,22,3,5,5,1,1
R_2SCV5gSomkdUavC,0,32,96,5,5,1,1
R_XB9jlpTLeA257MZ,1,24,18,4,5,1,1
R_7Tyc1UPEumHyS9b,0,24,2,5,5,5,1
R_2VrN1PWouWfDcKF,0,36,132,5,5,1,1
R_32WVLKyGYiEauD6,0,27,6,5,5,3,1
R_1jfyGrEXOYNln8M,1,25,5,5,5,1,1
R_21iep3I9xx1ECvs,0,33,48,4,5,1,1
R_UsTT4sLO5lqt9kt,0,20,11,5,5,1,1
R_1KfhIarsG0ffflz,1,33,134,4,4,1,1
R_3KT5GU1hTe1oWhj,0,24,8,5,5,1,1
R_3GewneiXOoo3G4H,1,38,228,5,5,1,1
R_1OZyTfPglSqWFQP,1,35,7,3,5,,1
R_2S6nfNiGRofoiFp,1,39,60,5,5,1,1
R_2dsERuf0hCRy4Ul,0,34,6,5,5,1,1
R_3L6eAT2KPqdYHCB,0,29,2,5,5,1,1
R_1GIg2vM3onjynjq,0,57,60,5,5,1,1
R_2D7A8fWJhmavXWf,1,26,60,3,5,1,1
R_1mqSl41ReJnESDv,1,30,96,5,5,1,1
R_23efEjym5KTHPj3,1,22,19,4,3,3,1
R_11hjlqrJoog5LjO,0,42,156,4,5,4,1
R_2bItdQe7O8rQXt8,1,22,36,4,5,1,1
R_cCiiwnLU36ghT8J,1,30,142,3,2,1,1
R_3R7xputNZkAJIDP,0,46,204,5,5,1,1
R_Did9i8XWmt899pD,1,43,5,5,5,1,1
R_5oS2yix9yUF0BhL,0,32,96,5,5,3,1
R_2f39qoAT7PElzti,1,37,59,3,4,4,1
R_6D7MV5shG7RfrNL,0,33,208,5,5,1,1
R_SCaSqA3INSB6c6J,1,29,120,5,5,1,1
R_yjyAKoeO3IoaOpH,1,27,24,3,3,1,1
R_2ANkO9SWzNSna7W,0,38,48,5,5,1,1
R_2cBNOEp4fiQZz4h,1,24,3,4,5,1,1
R_3rJwQ0XRy526hcX,0,35,60,5,5,1,1
R_sbuXu1FoSfpHtSh,0,28,84,4,5,2,1
R_3iD6kedNkevKoRo,0,27,6,5,5,4,1
R_1IyhI9ZP9MTRHF0,1,35,162,5,5,1,1
R_11hfMyRFYpkpQ8e,0,23,9,4,5,1,1
R_1nVp32NIFN7mvg7,0,26,38,4,5,2,1
R_1mLDkdwF0PEPTmZ,0,22,4,5,5,1,1
R_b8SLxFhm68ADgnn,0,39,18,5,5,1,1
R_1JDEb7ZujHivuZq,0,38,72,3,5,2,1
R_26kyjrwuLHSXAMY,1,39,12,4,5,1,1
R_Wlzt7JAlHNr4GgV,1,39,15,5,5,1,1
R_20Sw7XZDBJt6ELD,0,31,84,5,1,1,1
R_3Get0woHD52ftJC,0,32,156,5,5,1,1
R_4USQy9YAkoSiaLn,1,36,12,3,4,1,1
R_2ROKTK0DygdLAzQ,0,31,15,5,5,1,1
R_1MKSNkkvD1XLVmU,0,30,5,3,5,2,1
R_1jdggd9NtJbq9BF,1,32,62,4,3,1,1
R_7WWQwNxySDKJx7z,0,25,72,4,2,1,1
R_21Bz2ZX7pgzKDN7,1,50,4,5,5,1,1
R_1nNte9hCMSKvXpO,0,35,7,4,4,1,1
R_3RguWQGlYvd2vPm,0,40,6,4,5,3,1
R_2CVNIpAiJMm5sRP,1,52,96,5,5,1,1
R_YWefvTmeq4sMZSF,0,32,156,4,5,3,1
R_d57yzulj4O5T4qZ,0,29,72,4,5,1,1
R_vc0CEZm1lh7PuuZ,0,35,34,5,5,,1
R_2dfJ9QvZ8Ra7AN9,1,35,48,4,1,4,1
R_2PiY2BgDH1cwGNE,0,20,8,4,5,2,1
R_2y8TdeXpZFFnYsZ,0,30,120,3,5,5,1
R_1cTdwTMeegw1l8J,0,34,11,4,5,1,1
R_3nOZV1pM00TJxll,0,34,84,3,1,5,1
R_2QEfRdjbWF4oTIl,0,39,192,3,5,1,1
R_2urrmz8peB8BeAn,0,35,108,4,5,1,1
R_s74pAjqVmTGvaTL,0,26,5,5,5,1,1
R_1OPhvtC2Sej02f4,0,41,100,5,5,1,1
R_PIkScisz4RTIhGh,0,38,72,4,5,1,1
R_1LtliCFQHkUJnKx,0,26,83,4,5,1,1
R_819N250znjC87m1,0,34,24,3,5,1,1
R_2t4Krf7thsT66yl,0,24,12,5,5,1,1
R_1EYYRVHpU10tcOR,0,26,96,4,5,1,1
R_21jPQPFLjOPrLQA,1,38,96,4,4,1,1
R_3dSXVA8zvv6LhUM,1,25,33,4,5,3,1
R_2wgxpLLJwkkX6QQ,0,31,7,5,5,1,1
R_1f9gWsLyAAMfR3g,0,33,149,4,4,4,1
R_Wx3dOVYqARwQR3z,1,36,29,3,5,1,1
R_3GpPrr3TKOZB2CI,0,39,150,5,5,1,1
R_2EzT4ZSdUEwKWgW,1,30,36,4,5,1,1
R_3h0fs6YLAAwNaGJ,1,37,90,5,5,3,1
R_2ZKTQ9swwTC3OK0,0,27,3,5,5,1,1
R_sMwAIudgY7T8Mmd,0,39,216,4,5,1,1
R_Uhc8SJMdkChYHMR,0,44,78,5,5,1,1
R_3lMsSFmuDYOeyAs,1,29,48,4,5,4,1
R_vPGg6xwZQ3SMkWl,0,58,169,3,3,2,1
R_3LX3gd6RgWBYAoa,0,32,4,5,5,1,1
R_3NTZPzcDVz9YWAV,1,37,72,5,5,4,1
R_3plOqheK63y2ab8,0,44,2,5,5,1,1
R_2sSgngY7b3H1E1n,0,39,96,5,5,1,1
R_20TosSBO1omcTMR,1,47,48,4,5,1,1
R_1HkIT6kTfzcHh16,0,47,132,5,5,1,1
R_WBQNCFmwoWzPN1n,0,33,149,5,5,1,1
R_3DqhPlyF5om9VM0,0,32,108,4,4,1,1
R_2coA3s3vdU1TCku,0,30,156,5,5,1,1
R_3phF3IGLcU2RmxT,1,32,5,5,5,1,1
R_12PFKi74JKzRuGs,1,28,48,3,4,1,1
R_2qdQWPQKQocgOIo,0,52,16,5,5,1,1
R_12DSv6SBs0TO0RT,0,50,135,4,5,4,1
R_wS3tBF4WD81wFgt,0,51,11,5,5,1,1
R_3McjVEYv0rcgjtK,0,36,96,4,5,1,1
R_2U0gVGGX4tuQwkT,0,45,5,4,5,1,1
R_bqNGS8zuhBptdF7,0,26,79,4,5,1,1
R_3EnyU4d5JhyDBLo,0,51,96,5,5,1,1
R_Wie5KRc2IEbvbLH,0,31,144,5,5,1,1
R_3nfvVF8qIZnbdc2,1,26,60,4,4,1,1
R_2cC7Yblc7OlCFYc,0,42,144,4,5,1,1
R_qw5W72gaSRqpu13,0,30,13,3,5,1,1
R_1kSmE3Y0SCTVZ3t,0,24,60,4,5,1,1
R_2XoYW0KjG2DvUNb,1,29,101,3,4,4,1
R_22EK6xa7nwQcgMX,1,27,9,4,5,1,1
R_3PuxnN0pA3BqTyo,0,31,60,3,5,1,1
R_3MrIvMvmwdVd5oO,0,32,84,4,5,1,1
R_2U0cEvOUXpHoOjE,1,54,84,5,5,1,1
R_qIWJO5EJajTE1vr,1,30,36,5,3,3,1
R_1JW8zVALD099Tmg,1,29,5,4,5,1,1
R_ewYp4wKDGyE46dj,Other,29,96,3,4,1,1
R_yCISwZY7kw6GliN,0,31,3,5,5,2,1
R_1M4IJHPmkHTYQlB,0,21,4,5,5,5,1
R_268fBULtforBNwB,1,29,0,5,5,1,1
R_1EhNJLkVDzF8nz4,0,24,5,5,5,1,1
R_3F1WhXn9OWjbfqb,1,20,12,4,5,5,1
R_3rH9tTTTd2wsEZR,0,39,63,5,5,5,1
R_9M4KIhL7Q9FFpux,1,44,48,4,4,1,1
R_3O8iZRgroPX7fqj,0,46,4,2,2,5,1
R_3ffVskYju1AMaEK,0,45,99,4,4,2,1
R_3qwbUAOTHwbgzsZ,1,45,84,4,2,4,1
R_1Gw6BaOQrjSYoW8,0,34,72,3,5,1,1
R_1jk2ZRb4CIzRTpQ,0,37,203,3,5,1,1
R_2sU2mZBD8vf0eJ1,0,36,21,4,5,1,1
R_2v2EazsEVBCHjZC,0,28,120,5,5,1,1
R_CgDqd7lq8oeRdVT,1,35,72,5,5,1,1
R_26luH3m0Ys5COSq,1,27,18,5,5,1,1
R_esvxg1T8DLFLDfX,0,40,70,5,5,1,1
R_2bQ2CcAziQ7R6mI,0,43,156,5,5,1,1
R_2pK6nI1SKv16Y4S,0,34,60,4,5,1,1
R_1CwnmA0ua2wdJlS,0,40,144,2,1,5,1
R_3L0Go4tgqaDrEhF,1,32,4,4,4,1,1
R_3oSXmTTNJJM4nE6,1,34,4,5,5,1,1
R_1gkcx875vUbXRyQ,1,22,24,5,5,1,1
R_31ATVy1uaccbZ1t,1,25,4,5,5,1,1
R_3I6rmeE5tqKxr3V,1,52,60,5,5,1,1
R_3iPRNXu2x3EMc4i,1,37,180,4,5,1,1
R_2ovED5mMcS2Yvip,1,27,64,4,4,3,1
R_12ii2skilildNhT,1,43,213,1,1,2,
R_XuqY1EehqVPhbQB,1,49,156,5,3,3,1
R_1LOPPO5FeKf38gY,1,37,168,5,5,1,1
R_ue5Zx9sjDdysBcl,1,35,36,4,5,1,1
R_DI5e0ahKlMy7Qel,1,42,180,4,5,3,1
R_qUwWFiC3YubMwRH,1,24,63,3,4,4,1
R_27k5oe5oGV363xA,1,38,144,5,5,1,1
R_W2vmSG55huxnO1j,0,33,60,4,5,1,1
R_3Ia6ZNDMLuEjP7E,1,35,192,5,4,1,1
R_1H7gDDerGQGGKv8,1,26,28,5,5,1,1
R_3O2KUZPmVugakd0,1,52,60,4,5,1,1
R_4ZUS21yKreIzDG1,1,26,47,3,5,1,1
R_1JPgfEMZeBDunra,0,48,48,5,5,1,1
R_3nSnqUb1DAaOswX,1,29,72,4,5,1,1
R_cOnyhWU945Yd4Wt,1,36,23,5,5,1,1
R_27JBMpH13hSlQfi,0,33,60,5,5,1,1
R_2Byx9yIKjTs9ycg,0,33,48,5,5,1,1
R_2cjB0jykqAMFMCs,1,44,27,4,5,1,1
R_2v38EDuz9RfeQFf,1,35,203,4,5,,1
R_1LBx3jBz7cUvQ2i,0,34,60,4,1,1,1
R_9RKABP0KYu3iHZv,1,40,82,4,5,1,1
R_2PvdedLv8OHJwxZ,0,50,48,5,5,1,1
R_2VrNyOh5T6QK0bE,1,31,3,5,5,1,1
R_1gvxYmyOif0ljE5,1,28,51,4,5,1,1
R_2ByrsQFOBxykVft,1,31,68,5,5,1,1
R_Pzni16ybVICdnR7,1,37,65,5,5,1,1
R_1kSIQxc00Ksu2bL,0,58,180,5,5,1,1
R_30q8ZeTmBFicO2f,0,27,10,5,5,1,1
R_szNDWls6vBXrdu1,1,43,60,4,5,1,1
R_BCWmy4vX7bS3VGV,1,51,72,5,5,1,1
R_1eKbe2zKStpeYwM,1,54,54,5,5,1,1
R_DtJoN77Wyl6pOBX,0,21,8,5,5,1,1
R_233QqsFN9lpQqbp,1,31,96,5,5,1,1
R_2frJNIlvrQjh7W6,1,39,204,3,4,1,1
R_r9czY7onkKN17vb,0,42,54,4,5,1,1
R_2Tve8T8RXJP4Nix,0,43,71,5,5,1,1
R_2Tz6gWjMfxYxtPd,0,27,19,4,5,1,1
