Response_ID,workplace_satis_core,trust_leadership_core,living_wage_tf_core,conditions_rate_core,return_next_season_core,factory_recommend_tf_score
R_chWjeYSa26KBzW2,Neither satisfied nor dissatisfied,Refused,Yes,Neither good or bad,No,0
R_fgq8xkOnVL8KJIx,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Don't know,1
R_a2d585yzcYQk8e9,Very satisfied,Yes,No,Very good,Yes,0
R_o5rZNsccaFm9K3k,Very satisfied,Yes,Yes,Neither good or bad,Yes,1
R_1UCxL7Vc4rSdccn,Very satisfied,Yes,No,Very good,Don't know,0
R_5XM62XN8JRia4c0,Somewhat Satisfied,Don't know,Yes,Somewhat good,Yes,1
R_23TuPM46FBfN7RR,Somewhat dissatisfied,No,No,Somewhat good,No,1
R_57pnZ6cellN88xs,Very satisfied,Yes,No,Very good,Yes,1
R_7V9VCr4zF7nJSG3,Very satisfied,Yes,Yes,Very good,Yes,1
R_0B81T8V6DoWjug1,Very satisfied,Yes,Yes,Very good,Yes,1
R_bQKnG7Y5asnWfKC,Very satisfied,Yes,Yes,Very good,Yes,1
R_flmGFKI5CqCcF88,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_1yOfK2ZiuypSavL,Very satisfied,Yes,Don't know,Very good,Yes,1
R_4EsdFoFFcIFUlE2,Very satisfied,Yes,Yes,Very good,Yes,1
R_6NUEmveM613eLPj,Very satisfied,Yes,Yes,Very good,Yes,1
R_5SgAW2LYGJrs0UB,Very satisfied,Yes,Yes,Very good,Yes,1
R_kUyaHjOz1R89I19,Very satisfied,Yes,Yes,Very good,Yes,1
R_g0FcszwtA6Wjwdc,Very satisfied,Yes,Yes,Very good,Yes,1
R_hbVeBOH47vX6yqI,Very satisfied,Yes,Yes,Very good,Yes,1
R_k9sLMm1djFdTYKq,Very satisfied,Yes,Yes,Very good,Yes,1
R_7BzXIvrqaGn42CX,Very satisfied,Yes,No,Very good,Yes,1
R_ipOn2AycqdALk03,Very satisfied,Yes,Yes,Very good,Yes,1
R_eDeqqazb6q5qkn6,Very satisfied,Yes,Yes,Very good,Yes,1
R_nkSUcHtLz4mtdj8,Very satisfied,Yes,Yes,Very good,Yes,1
R_8LAeIVudGTU6uod,Very satisfied,Yes,Yes,Very good,Yes,1
R_hhAkEx79kGROuEM,Very satisfied,Yes,Yes,Very good,Yes,1
R_hD0ul8nq0oYQmT0,Very satisfied,Yes,Yes,Very good,Yes,1
R_kwEeAXcSA3BEelG,Very satisfied,Yes,Yes,Very good,Yes,1
R_bIGw72kPfIX4Bw0,Very satisfied,Yes,Yes,Very good,Yes,1
R_5GNRfYQP7SHfRBg,Very satisfied,Yes,Yes,Very good,Yes,1
R_0w9EBGgie27jsB0,Very satisfied,Yes,Yes,Very good,Yes,1
R_lY3UjicwyHMlHUy,Very satisfied,Yes,Yes,Very good,Yes,1
R_ipq7CNy7mWNVdVt,Very satisfied,Yes,Yes,Very good,Yes,1
R_1nUJ2owzoyNArfJ,Very satisfied,Yes,Yes,Very good,Yes,1
R_mTpzLE1wFbXgfXN,Very satisfied,Yes,Yes,Very good,Yes,1
R_6fJrSQpR7MXLcxS,Very satisfied,Yes,Yes,Very good,Yes,1
R_bBlsRsaRHdilRji,Very satisfied,Yes,Yes,Very good,Yes,1
R_07uYuyLAcMIQiYt,Very satisfied,Yes,Yes,Very good,Yes,1
R_1N3RDAm7hKZFy7s,Very satisfied,Yes,Yes,Very good,Don't know,1
R_441uxzluOvsxcPc,Very satisfied,Yes,Yes,Neither good or bad,Yes,1
R_iNagmVHlb542Ko9,Very satisfied,Yes,Yes,Very good,Yes,1
R_hR9lblBo9KsbPox,Very satisfied,Yes,Yes,Very good,Yes,0
R_eLZccFX1CVkV0mm,Very satisfied,Yes,Yes,Very good,Yes,1
R_5WqKOH9gk33KDSV,Very satisfied,Yes,Yes,Very good,Yes,1
R_dA0mccAnebELq89,Refused,Yes,Yes,Very good,Yes,1
R_mUD2BCsmiPqN57f,Very satisfied,Yes,Yes,Very good,Yes,1
R_27fTIotbJAX8ZnC,Very satisfied,Yes,Yes,Very good,Yes,1
R_6s1FONcbt75hpjC,Very satisfied,Yes,Yes,Very good,Yes,1
R_evpQrsKmhzo8LS7,Very satisfied,Yes,Yes,Very good,Yes,1
R_3NeXV5zt9tlRruG,Very satisfied,Yes,Yes,Very good,Yes,1
R_2yJAEcm3Jmoowvk,Very satisfied,Yes,Yes,Very good,Yes,1
R_gSxGOaEsikgVHfz,Very satisfied,Yes,Yes,Very good,Yes,1
R_cibpcyE3EoutUZm,Very satisfied,Yes,Yes,Very good,Yes,1
R_kqeiltynEZN0ufR,Very satisfied,Yes,Yes,Very good,Yes,1
R_fHsmLybytm6BAgp,Very satisfied,Yes,Yes,Very good,Yes,1
R_jzeRNtE14EHJk7R,Very satisfied,Yes,Yes,Very good,Yes,1
R_7BtmqyAlk4Ya1Ku,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_hsU6AxR411sjene,Very satisfied,Yes,Yes,Very good,Yes,1
R_8IpNOHOFI0FbSHu,Very satisfied,Yes,Yes,Very good,Yes,1
R_bnGr4xRSsyRXtki,Very satisfied,Yes,Yes,Very good,Yes,1
R_f4ZvjBuXhQbLqmZ,Very satisfied,Yes,Yes,Very good,Yes,1
R_5EXvt1J0iMLWIw9,Very satisfied,Yes,Yes,Very good,Yes,1
R_8ppkkkSp7e2bGVC,Very satisfied,Yes,Yes,Very good,Yes,1
R_ntBtEFQhFDtRUIQ,Very satisfied,Yes,Yes,Very good,Yes,1
R_cRThZOW4NdvVNpC,Very satisfied,Yes,Yes,Very good,Yes,1
R_551gkXKNz2tcbe3,Very satisfied,Yes,Yes,Very good,Yes,1
R_5Mn1Bu0ZyCq0zOv,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Don't know,1
R_jBrPsyAKCzmkKCo,Somewhat Satisfied,Yes,No,Neither good or bad,Yes,0
R_0tGYms3IOFdGiqV,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Yes,1
R_kDVasQ5Ksu24p7H,Neither satisfied nor dissatisfied,Yes,Yes,Somewhat bad,Yes,0
R_9oulDBGB9UelcPi,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Yes,1
R_2J7rHmFcftAmlPJ,Somewhat Satisfied,Don't know,No,Neither good or bad,Yes,1
R_g6cDdNEznzDH940,Neither satisfied nor dissatisfied,No,No,Refused,Yes,0
R_aWTEPvR1y3iwUEk,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Yes,0
R_aGR9FEvVtszFwJX,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Yes,0
R_odtKMac05ClinMf,Neither satisfied nor dissatisfied,Don't know,No,Somewhat bad,Yes,0
R_fPZjA6jdm0yiuqD,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_l0UsEjjXiJeTW8q,Neither satisfied nor dissatisfied,Don't know,No,Neither good or bad,Yes,0
R_hgeP2xLaiy6o5rq,Neither satisfied nor dissatisfied,Don't know,No,Neither good or bad,Yes,0
R_fGflD2eKu9lEu8v,Neither satisfied nor dissatisfied,Don't know,Don't know,Somewhat good,Yes,1
R_eXeA990fox76s3T,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_1SRjsJRseX5XuBm,Somewhat Satisfied,Yes,Yes,Somewhat good,Don't know,1
R_8NeXF9m7THlmgFK,Somewhat Satisfied,Yes,Yes,Neither good or bad,Yes,1
R_epzuWpqbQ6jdsmQ,Somewhat Satisfied,Don't know,Don't know,Somewhat good,Yes,1
R_m6UDbwKa5dOHcCI,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_jxaYhoZ64GBL4lk,Somewhat Satisfied,Yes,Yes,Somewhat good,Don't know,1
R_4Mr7Nrm5fLrS1rh,Somewhat Satisfied,Don't know,Don't know,Somewhat good,Yes,1
R_gmXknfJJ2NtWyu2,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_1LQ2d2TbjDUDas6,Somewhat Satisfied,Yes,Yes,Neither good or bad,Yes,1
R_1rNeAPTgtJ0gIfO,Somewhat Satisfied,Yes,Yes,Neither good or bad,Don't know,1
R_iogBbtSeCwPZ3aV,Somewhat Satisfied,Yes,Don't know,Somewhat good,Yes,1
R_6WkDA8lQMGVteQ0,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_ob0m1ZujkGrifRE,Somewhat Satisfied,Don't know,Yes,Neither good or bad,Yes,1
R_1fmvARtRUkC6gjZ,Somewhat Satisfied,Yes,Yes,Neither good or bad,Yes,1
R_m3PBHjnIWGMo7ld,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_9rXI3D7OpF1lzfW,Somewhat Satisfied,Don't know,Yes,Somewhat good,Yes,1
R_4yTXqEwKFPUbFd7,Somewhat Satisfied,Yes,Yes,Neither good or bad,Yes,1
R_frsYJ9sh4qbmi8R,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_nPuYgEmLKhuahBP,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_3XAxuo3sBFZ7qji,Neither satisfied nor dissatisfied,Yes,Yes,Somewhat good,Yes,1
R_11wifCJ6YY3morm,Somewhat Satisfied,Yes,No,Somewhat good,Yes,1
R_b1vryXOvlSnryX7,Somewhat Satisfied,Yes,Don't know,Neither good or bad,Yes,1
R_6IOo0oMkmvDsrYK,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Yes,1
R_dnosaK5igpfE0Ty,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Yes,0
R_kW4iSdi1wxPu8Sf,Somewhat dissatisfied,No,No,Refused,No,0
R_5yio5BB4BLBp0AA,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Yes,1
R_7oGRvnP83VlqWHG,Neither satisfied nor dissatisfied,Don't know,No,Neither good or bad,Yes,1
R_bqH8ZWmi8289qlN,Neither satisfied nor dissatisfied,Don't know,Yes,Neither good or bad,Yes,1
R_k18meqdGAJrBCBY,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Yes,1
R_50OZr1DWBH6V7JX,Neither satisfied nor dissatisfied,Don't know,Don't know,Neither good or bad,Don't know,1
R_mztseNkPBaxzx5i,Neither satisfied nor dissatisfied,Don't know,No,Neither good or bad,Yes,1
R_esI4oMAcHyGoMUg,Somewhat Satisfied,Don't know,Yes,Neither good or bad,Yes,1
R_fXs35NNcSIvoJL4,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_knEEVKv8Am2CjWJ,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_i2XWxoOqPOJKObd,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_9E8weBanyEilHCT,Somewhat Satisfied,Don't know,Yes,Neither good or bad,Yes,1
R_h7C6bxO1xceknt7,Somewhat Satisfied,Yes,Yes,Neither good or bad,Yes,1
R_awM2at7bQ1w7Iug,Neither satisfied nor dissatisfied,Yes,Yes,Somewhat good,Yes,1
R_1m8AjMsRsKjGEXO,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_b4hCVNL7WDeyQaE,Somewhat Satisfied,Yes,Yes,Neither good or bad,Yes,1
R_bF1TQtTMJ0bSp2y,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_jsl11rlaqioxyQk,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_25FniX4MyXh665E,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_hf8u3d0BMuUi2Xy,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_gPQmIm6bkbmOBZG,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_6mx0pstHxPzWMBW,Neither satisfied nor dissatisfied,Yes,Yes,Somewhat good,Yes,1
R_ji8RgKHV7opaLnw,Somewhat Satisfied,Yes,Yes,Neither good or bad,Yes,1
R_7SZyxOK0J3uASdE,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_4YCk8doB8kl95Hm,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_fz3nHRtNFF1f7Ye,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Yes,1
R_4j4lhmghmY1Lo0D,Neither satisfied nor dissatisfied,Yes,No,Somewhat good,Yes,1
R_2CT6ODpsAivnl0y,Somewhat Satisfied,Yes,Yes,Neither good or bad,Yes,1
R_9dDGOlweRE8Acgb,Very satisfied,Yes,Yes,Very good,Yes,1
R_01rg0zSnoYmovl4,Very satisfied,Yes,No,Very good,Yes,1
R_a4tLDCX6JwMiN7l,Somewhat Satisfied,Yes,No,Somewhat good,Yes,1
R_m0T76bIocnyzK7o,Very satisfied,Yes,No,Somewhat good,Yes,1
R_7F11btntjAMyI6v,Very satisfied,Yes,No,Neither good or bad,Yes,1
R_hSEu1Js8U6ioeki,Neither satisfied nor dissatisfied,Don't know,No,Neither good or bad,Yes,1
R_kapqelELJjIyu65,Very satisfied,Yes,Yes,Very good,Yes,1
R_dlEu7mPuoU73XtD,Very satisfied,Yes,No,Neither good or bad,Yes,1
R_1ivrloyMhxLgBTU,Somewhat Satisfied,Yes,No,Somewhat good,Yes,1
R_g5kmIAJPouMUHZI,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,No,1
R_orBTCgQmrPUmvsQ,Neither satisfied nor dissatisfied,Yes,No,Somewhat good,Yes,1
R_iZjxVW1QkOy5Tus,Somewhat Satisfied,Yes,Don't know,Neither good or bad,Yes,0
R_3Q7DEM7BaRjYpGt,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Yes,0
R_dXn9RE0CIsKURrk,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_0qBLoaCjsT1341b,Somewhat Satisfied,Yes,No,Neither good or bad,Yes,1
R_kVisGlF3ncpCzhJ,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_fHpZRObMhnHvLdO,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_jQNkCg6YroCO5xh,Somewhat Satisfied,Yes,No,Very good,Yes,1
R_iJz9CsopW1LVJt0,Very satisfied,Yes,No,Neither good or bad,Yes,1
R_dWCefMcNwGxNbPp,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_6Fq9Syr2lagSKm2,Neither satisfied nor dissatisfied,Yes,No,Somewhat good,Yes,0
R_3WiLk718DaYsbyU,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_4TjCHtWxgNY3ibA,Very satisfied,Yes,No,Neither good or bad,Yes,0
R_gPrXbzphEERArix,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_lCEdXU8mhiyUP6G,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_iVKk9LyvDYBczHD,Very satisfied,Yes,Don't know,Somewhat good,Yes,1
R_hloOSEfeyInzX1j,Very satisfied,Yes,No,Somewhat bad,Don't know,0
R_5KxpqjKKqvPdjDS,Very satisfied,Yes,No,Somewhat bad,Yes,1
R_e9hkOj9WZkEhZg5,Very satisfied,Yes,No,Very good,Yes,1
R_oA3xZ89OLP9YLQg,Very satisfied,Yes,No,Neither good or bad,Yes,1
R_5abc5H6Y5RNJtdR,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_e5WFtoaK9Qr2eCX,Neither satisfied nor dissatisfied,Don't know,No,Very good,Yes,1
R_hLPxRPcLzdK1epN,Very satisfied,Yes,Yes,Neither good or bad,Yes,1
R_9WuiRipEnNRegPn,Somewhat Satisfied,Yes,No,Neither good or bad,Yes,1
R_fr0GY49eSPxFtqN,Very satisfied,Yes,Yes,Neither good or bad,Don't know,0
R_eurzumscCKxdfiv,Very satisfied,Yes,No,Neither good or bad,Yes,1
R_eRlsvjtnZvPqKiK,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Yes,0
R_dKcXzFUW3JEoGUw,Very satisfied,Yes,No,Neither good or bad,Don't know,1
R_eoLZZZBp7lCpWrZ,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Yes,1
R_nRnNrRBA08qLPLo,Very satisfied,Yes,No,Neither good or bad,No,1
R_ewJgrRrT4Im8jOS,Very satisfied,Yes,No,Neither good or bad,Yes,1
R_mIxUlk2B8s1e7OR,Very satisfied,Yes,No,Neither good or bad,Yes,1
R_fXwlmnE9E5mi1jz,Very satisfied,Yes,No,Neither good or bad,Yes,1
R_9oGwHToq5sWW1A1,Very satisfied,Yes,Yes,Neither good or bad,Yes,0
R_gknjXnnL5X3QKk1,Very satisfied,Yes,No,Neither good or bad,Yes,0
R_caTL4R4EFGXnl1r,Somewhat Satisfied,Yes,No,Neither good or bad,Yes,0
R_hKoDBs7bea7EkOU,Somewhat Satisfied,No,Yes,Neither good or bad,Yes,1
R_obD8P3gIVHOc8Z4,Very satisfied,Yes,No,Very good,Yes,1
R_4PAgT5FqMEk3BZq,Somewhat Satisfied,Yes,Yes,Neither good or bad,Yes,1
R_0Ptwt4qTsFWQpLi,Somewhat Satisfied,Yes,Yes,Neither good or bad,Yes,1
R_8IXKmmxQTLu9LIV,Very satisfied,Yes,Yes,Neither good or bad,Yes,1
R_5eBCHoHn7zrYQVl,Very satisfied,Yes,Yes,Very good,Yes,1
R_3SyS6kgJwKNvWYq,Somewhat Satisfied,Yes,No,Very good,Yes,1
R_7FT5xDtB05nTYf4,Somewhat Satisfied,Yes,No,Neither good or bad,Yes,1
R_649LNSTi1Dd1Jsd,Somewhat Satisfied,Yes,Don't know,Very good,Yes,0
R_aEQrEcLcAqykuMx,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Yes,1
R_8szz22v6DL0mMUA,Very satisfied,Yes,No,Very good,Yes,1
R_jAOVZxJ1NTUkg62,Very satisfied,Yes,Yes,Neither good or bad,Yes,1
R_5znHokI1NVq31Ni,Neither satisfied nor dissatisfied,No,No,Somewhat good,No,0
R_77HT6cJjC83L1R2,Very satisfied,Yes,No,Neither good or bad,Yes,1
R_fjqzo1G1fyf0vEk,Somewhat Satisfied,Yes,No,Somewhat good,Yes,1
R_c42OTV2l8JfYdYP,Very satisfied,Yes,Yes,Very good,Yes,1
R_nEufgV9hPcBdQac,Very satisfied,Yes,No,Neither good or bad,Yes,1
R_iZeB25JxOKl8lJG,Somewhat Satisfied,Yes,No,Neither good or bad,Yes,1
R_hrfntuDUDMVJweg,Very satisfied,Yes,No,Somewhat good,Yes,1
R_lXEotqIkXpC4szr,Neither satisfied nor dissatisfied,Don't know,No,Somewhat bad,Don't know,1
R_10VrawhpsNDvqRP,Neither satisfied nor dissatisfied,Don't know,Yes,Neither good or bad,Yes,1
R_dEBjjiW7nauKRhR,Somewhat Satisfied,Yes,No,Neither good or bad,Yes,1
R_2gmCBNQG3XYZqGD,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_8jBHEpx4y29SR75,Very satisfied,Yes,No,Neither good or bad,Yes,1
R_96SAWnJ1AHMZzAk,Very satisfied,Yes,Yes,Very good,Yes,1
R_lADZU5ioitH9Hg5,Very satisfied,Yes,No,Very good,Yes,1
R_9bfc7tL3y39JT7T,Very satisfied,Yes,Don't know,Somewhat good,Yes,1
R_n0Jq1P4bX1cbX7S,Very satisfied,Yes,Yes,Very good,Yes,1
R_3qvMtWcfT4mH38X,Very satisfied,Yes,No,Somewhat good,Yes,1
R_1NwN7hBgm0FEW89,Very satisfied,Yes,Yes,Very good,Yes,1
R_daMsunU5XJsaHYO,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Yes,1
R_2U0MfUY2rxPZnj8,Very satisfied,Yes,No,Neither good or bad,Yes,1
R_jkryW3HiCdUahBt,Somewhat Satisfied,Yes,No,Somewhat good,Yes,1
R_l33KYZuTH8X2ZqQ,Very satisfied,No,No,Neither good or bad,Don't know,0
R_mZ1zj0SKBS3d8IZ,Somewhat Satisfied,No,No,Somewhat good,Yes,1
R_6Wo1shZgkm6SNAw,Very satisfied,Don't know,Yes,Neither good or bad,Yes,1
R_f7M1Rp3CeF69wDz,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_5Kw8rOqodRHsHFh,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_1Mj1PBtkUR2Hdjr,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_hJ7XFIK12gfg9yh,Very satisfied,Yes,No,Neither good or bad,Yes,1
R_1jeVl1XkQydv0yI,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_oBKPtKNEgKCPcuI,Very satisfied,Yes,No,Very good,Yes,1
R_02CZpX7Kz3fzgr7,Very satisfied,Yes,Yes,Somewhat good,Yes,0
R_lEjSLvzoVcO5zC0,Very dissatisfied,No,No,Very bad,Yes,1
R_fQ912tejbEXCO1r,Very satisfied,Yes,Yes,Very good,Yes,1
R_aeuonwia22FP7KL,Very satisfied,Yes,No,Very good,Yes,1
R_4v62a5AY21Klop2,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Yes,1
R_k7vEFF2l9citfup,Very satisfied,Yes,No,Neither good or bad,Yes,1
R_2Dpk5jNfKPc4KMn,Very satisfied,Yes,No,Neither good or bad,Yes,1
R_fGUkVdq9lgmgzZZ,Very satisfied,Yes,No,Somewhat good,Yes,1
R_ckC4ihT21cyuHmH,Somewhat Satisfied,No,No,Somewhat good,Yes,1
R_jPm9cIXc1y02xfr,Very satisfied,Yes,No,Very good,Yes,1
R_5Vq0cLpU6kySPVR,Somewhat Satisfied,Yes,Don't know,Somewhat good,Yes,1
R_1G9J8FhgbGattvK,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Yes,0
R_4Dy2hOburHU0iR1,Very satisfied,Yes,No,Very good,Yes,1
R_3UxOJEQ5GE7zz6n,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,No,1
R_hjRuKmex5DoMf9r,Very satisfied,Yes,No,Somewhat good,Yes,0
R_0b1rkRmaXj0isRx,Very satisfied,Yes,Don't know,Very good,Yes,1
R_oRs7wz7WHjdROZk,Very satisfied,Yes,No,Somewhat good,No,1
R_ehsBwxqp4TpuP5E,Very satisfied,Yes,Yes,Very good,Yes,1
R_kf6pMIvdCnJWBGF,Somewhat Satisfied,Yes,No,Neither good or bad,Yes,0
R_kvfCiLCDnkFldkP,Neither satisfied nor dissatisfied,No,No,Neither good or bad,No,0
R_ggD27yoFDoZZx7l,Neither satisfied nor dissatisfied,No,No,Neither good or bad,No,0
R_6LOo2RPHmu6B2gL,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Don't know,0
R_2rXjl7NzXEGOEOO,Neither satisfied nor dissatisfied,Don't know,No,Neither good or bad,Don't know,0
R_ou3ntBmUbcV3wPK,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,No,1
R_8tj7zog2GRGORM8,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,No,0
R_jrGoiFk7RU0DFDv,Very satisfied,Don't know,No,Neither good or bad,Yes,0
R_1lkgZSM7cItJ7nc,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Yes,1
R_21RlpPENZuDnHOd,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Yes,0
R_1dJ8PoJhOsUOVdE,Very satisfied,Yes,No,Neither good or bad,Yes,1
R_mhLLcNSRc8mAehT,Very satisfied,Yes,No,Neither good or bad,Yes,1
R_hhkkNAHv8PW8X96,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Yes,1
R_4NP2qnPVZXqvBDb,Very satisfied,Yes,No,Neither good or bad,Yes,0
R_cvSZCcU9srs4ZGC,Neither satisfied nor dissatisfied,No,No,Very bad,Yes,1
R_hd9rxPmk3Osx7xf,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_oH5V3Rx4U71Rj8H,Very satisfied,No,No,Neither good or bad,Yes,0
R_maaIGoCgmi1w2xB,Very satisfied,Yes,No,Neither good or bad,Yes,1
R_9FMrOQPdDC4YMEO,Very satisfied,Yes,Yes,Neither good or bad,Yes,1
R_mUB3ab23b9fLdd1,Very satisfied,Yes,Yes,Neither good or bad,Yes,1
R_0zbPpcKBqFY9B1e,Somewhat Satisfied,Yes,No,Neither good or bad,Yes,1
R_3wXVHftFONmP5EL,Somewhat Satisfied,Yes,No,Neither good or bad,Yes,1
R_kRufIwJZEXHdzyL,Very satisfied,Yes,No,Somewhat good,Yes,1
R_izWzSEUV8a2HULr,Somewhat Satisfied,Yes,No,Neither good or bad,Don't know,0
R_bzgA8rCLJwNa9yW,Somewhat Satisfied,Don't know,Don't know,Somewhat good,Yes,1
R_8fhQci70m3EqpQU,Very satisfied,Yes,No,Very good,Yes,1
R_3bQYrEInvfHhNGN,Somewhat Satisfied,Yes,No,Somewhat good,Yes,0
R_1g2tL745JD8tQvs,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_027k6q7d3WWAvyc,Very satisfied,Yes,No,Somewhat good,Yes,1
R_edI9h9DzJEaB2uZ,Somewhat Satisfied,Yes,No,Very good,Yes,1
R_17PFDYFq5xyYEJo,Very satisfied,Yes,Don't know,Very good,Yes,1
R_6gmSlOscBRqgAdO,Very satisfied,Yes,No,Very good,Yes,1
R_6mT91WJhpdD1Hrm,Neither satisfied nor dissatisfied,Don't know,No,Neither good or bad,Don't know,0
R_4CwhmQ8j26tkYtH,Very satisfied,No,No,Neither good or bad,Yes,0
R_62A9ZuwwMyTJ5PT,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_2TkMgRkeydoQCIg,Very satisfied,Yes,No,Neither good or bad,Yes,1
R_mjniFQZ4gPzDMEK,Very dissatisfied,Yes,No,Somewhat bad,Yes,0
R_6XwitTjyIfZourh,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Yes,1
R_lDbIh1Hp005jpba,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_2P00b0wjJQdLDzp,Somewhat Satisfied,Yes,No,Somewhat good,Yes,1
R_0TVZsmLZ7EHJk9u,Very satisfied,Yes,No,Somewhat good,Yes,1
R_ep5R46zuoQJ3NqA,Very satisfied,Yes,No,Neither good or bad,No,0
R_0q45HkPISFGWtQN,Very satisfied,Yes,No,Very good,Yes,1
R_mYbHiuG0nr92IGE,Very satisfied,Yes,No,Very good,Yes,1
R_h80alqFBORgZ2sJ,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_6Gwko4BbM5zHMz9,Neither satisfied nor dissatisfied,Yes,No,Somewhat good,Don't know,1
R_5YDCYsfvFmnc6mt,Very satisfied,Yes,Don't know,Neither good or bad,Yes,1
R_oap78D8bLm7dwBw,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Yes,1
R_eTTPAv2VNvxXxO7,Very satisfied,Yes,No,Very good,Yes,1
R_j8GyaA0BsJgpRMx,Very satisfied,Yes,Don't know,Neither good or bad,Don't know,1
R_48mPGFEt25HqCob,Very satisfied,Yes,No,Very good,Yes,1
R_eR6K8Nyd4x1zwgW,Somewhat Satisfied,Yes,No,Very good,Don't know,1
R_mmTQkXS5o9QNmdN,Neither satisfied nor dissatisfied,Yes,Don't know,Neither good or bad,Yes,1
R_2B59hdsf8sE0MKR,Very dissatisfied,No,No,Neither good or bad,Yes,1
R_iyLodjE30XIwRgz,Very satisfied,Yes,No,Neither good or bad,Yes,1
R_mm6IlWGqkbCe1FA,Neither satisfied nor dissatisfied,No,No,Somewhat good,Yes,1
R_5VoO5xpFP88cvXY,Somewhat Satisfied,Yes,No,Neither good or bad,Yes,0
R_gs9qBd2bvxYMdse,Very satisfied,Yes,No,Somewhat good,Yes,1
R_6zLMBtw78h8suGT,Very satisfied,Yes,Yes,Very good,Yes,1
R_7pIZlf9dayOls78,Somewhat Satisfied,Yes,No,Somewhat good,Yes,1
R_dNHoruHiNYPcePu,Very dissatisfied,No,No,Somewhat good,No,0
