Response_ID,gender_core,age_core,education_level_core,worker_type_core,understand_contract,entity_tenure_total_months,workplace_satis_core,trust_leadership_core,living_wage_tf_core,conditions_rate_core,safety_core,accident_last_year,covid_safety_measures_core,return_next_season_core,pressure_to_work_core,management_complaint_treatment_core,leadership_feedback_core,factory_recommend_tf_score
R_3L6eAT2KPqdYHCB,Man,29,Elementary School,Seasonal OR temporary,Yes,2,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_1GIg2vM3onjynjq,Man,57,Elementary School,Permanent,Yes,60,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_2D7A8fWJhmavXWf,Woman,26,Elementary School,Permanent,Don't know,60,Very satisfied,Yes,Yes,Neither good or bad,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_1mqSl41ReJnESDv,Woman,30,Middle School,Permanent,Yes,96,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Somewhat agree,Yes,Strongly disagree,Yes,No,1
R_23efEjym5KTHPj3,Woman,22,High School,Permanent,Yes,19,Neither satisfied nor dissatisfied,Yes,Yes,Somewhat good,Agree nor disagree,No,Somewhat agree,No,Agree nor disagree,"Maybe, depending on the topic",No,0
R_11hjlqrJoog5LjO,Man,42,Elementary School,Permanent,Yes,156,Somewhat Satisfied,Yes,No,Somewhat good,Strongly agree,No,Strongly disagree,Yes,Somewhat agree,No,No,1
R_2bItdQe7O8rQXt8,Woman,22,High School,Permanent,Yes,36,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",Yes,1
R_cCiiwnLU36ghT8J,Woman,30,Middle School,Permanent,Don't know,142,Somewhat Satisfied,No,No,Neither good or bad,Somewhat disagree,No,Somewhat agree,Yes,Strongly disagree,Don't know,No,1
R_3R7xputNZkAJIDP,Man,46,Middle School,Permanent,Yes,204,Somewhat Satisfied,Yes,Yes,Very good,Strongly agree,No,Somewhat agree,Yes,Strongly disagree,Yes,No,1
R_Did9i8XWmt899pD,Woman,43,No school,Seasonal OR temporary,No,5,Somewhat Satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_5oS2yix9yUF0BhL,Man,32,High School,Permanent,Yes,96,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Agree nor disagree,Don't know,No,1
R_2f39qoAT7PElzti,Woman,37,Middle School,Permanent,Yes,59,Somewhat Satisfied,No,No,Neither good or bad,Somewhat agree,No,Somewhat agree,Yes,Somewhat agree,Don't know,No,0
R_6D7MV5shG7RfrNL,Man,33,Middle School,Permanent,Yes,208,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_SCaSqA3INSB6c6J,Woman,29,High School,Permanent,Yes,120,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_yjyAKoeO3IoaOpH,Woman,27,High School,Permanent,Yes,24,Somewhat Satisfied,No,Yes,Neither good or bad,Agree nor disagree,Yes,Strongly Agree,Yes,Strongly disagree,No,Yes,1
R_2ANkO9SWzNSna7W,Man,38,High School,Permanent,No,48,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_2cBNOEp4fiQZz4h,Woman,24,College degree or higher,Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Somewhat agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_3rJwQ0XRy526hcX,Man,35,Middle School,Permanent,Yes,60,Somewhat Satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Don't know,No,1
R_sbuXu1FoSfpHtSh,Man,28,Middle School,Permanent,Yes,84,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Somewhat disagree,Yes,No,1
R_3iD6kedNkevKoRo,Man,27,College degree or higher,Permanent,Yes,6,Very satisfied,Yes,Yes,Very good,Strongly agree,Yes,Strongly Agree,Yes,Somewhat agree,Don't know,No,1
R_1IyhI9ZP9MTRHF0,Woman,35,Middle School,Permanent,Yes,162,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",Yes,1
R_11hfMyRFYpkpQ8e,Man,23,Middle School,Seasonal OR temporary,Yes,9,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_1nVp32NIFN7mvg7,Man,26,High School,Permanent,Yes,38,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Somewhat disagree,"Maybe, depending on the topic",Yes,1
R_1mLDkdwF0PEPTmZ,Man,22,High School,Permanent,Yes,4,Very satisfied,Yes,No,Very good,Strongly agree,Yes,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_b8SLxFhm68ADgnn,Man,39,Middle School,Permanent,Yes,18,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_1JDEb7ZujHivuZq,Man,38,Middle School,Permanent,Yes,72,Very satisfied,Yes,No,Neither good or bad,Strongly agree,No,Strongly Agree,Yes,Somewhat disagree,Yes,Yes,1
R_26kyjrwuLHSXAMY,Woman,39,Elementary School,Permanent,Yes,12,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,Yes,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_Wlzt7JAlHNr4GgV,Woman,39,Middle School,Permanent,Yes,15,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_20Sw7XZDBJt6ELD,Man,31,Middle School,Permanent,Yes,84,Somewhat Satisfied,Yes,No,Very good,Strongly disagree,Yes,Somewhat agree,Yes,Strongly disagree,No,Yes,1
R_3Get0woHD52ftJC,Man,32,High School,Permanent,Yes,156,Somewhat Satisfied,No,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,No,Yes,1
R_4USQy9YAkoSiaLn,Woman,36,Middle School,Permanent,Don't know,12,Very satisfied,No,No,Neither good or bad,Somewhat agree,Yes,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_2ROKTK0DygdLAzQ,Man,31,College degree or higher,Permanent,Yes,15,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly disagree,Don't know,Strongly disagree,"Maybe, depending on the topic",No,1
R_1MKSNkkvD1XLVmU,Man,30,Middle School,Seasonal OR temporary,No,5,Somewhat Satisfied,No,No,Neither good or bad,Strongly agree,No,Strongly Agree,Yes,Somewhat disagree,Don't know,No,1
R_1jdggd9NtJbq9BF,Woman,32,Middle School,Permanent,Yes,62,Somewhat Satisfied,Yes,No,Somewhat good,Agree nor disagree,No,Somewhat agree,Yes,Strongly disagree,"Maybe, depending on the topic",Yes,1
R_7WWQwNxySDKJx7z,Man,25,High School,Permanent,No,72,Somewhat Satisfied,Yes,Yes,Somewhat good,Somewhat disagree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",Yes,1
R_21Bz2ZX7pgzKDN7,Woman,50,No school,Don't know,No,4,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_1nNte9hCMSKvXpO,Man,35,College degree or higher,Permanent,Yes,7,Very satisfied,Yes,Yes,Somewhat good,Somewhat agree,Yes,Somewhat disagree,Yes,Strongly disagree,"Maybe, depending on the topic",Yes,1
R_3RguWQGlYvd2vPm,Man,40,No school,Permanent,Yes,6,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Agree nor disagree,Yes,No,1
R_2CVNIpAiJMm5sRP,Woman,52,Middle School,Permanent,Yes,96,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,Yes,1
R_YWefvTmeq4sMZSF,Man,32,College degree or higher,Permanent,Yes,156,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Agree nor disagree,Yes,No,1
R_d57yzulj4O5T4qZ,Man,29,High School,Permanent,Yes,72,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_vc0CEZm1lh7PuuZ,Man,35,Middle School,Permanent,Yes,34,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Refused,Yes,No,1
R_2dfJ9QvZ8Ra7AN9,Woman,35,High School,Permanent,Yes,48,Somewhat Satisfied,Yes,No,Somewhat good,Strongly disagree,No,Strongly Agree,Yes,Somewhat agree,Yes,No,1
R_2PiY2BgDH1cwGNE,Man,20,Middle School,Permanent,Don't know,8,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Somewhat disagree,Yes,No,1
R_2y8TdeXpZFFnYsZ,Man,30,Middle School,Permanent,Don't know,120,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Strongly agree,No,Somewhat agree,Yes,Strongly agree,"Maybe, depending on the topic",Yes,1
R_1cTdwTMeegw1l8J,Man,34,Middle School,Permanent,Yes,11,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_3nOZV1pM00TJxll,Man,34,High School,Permanent,Yes,84,Somewhat Satisfied,Don't know,No,Neither good or bad,Strongly disagree,Yes,Somewhat agree,Don't know,Strongly agree,No,No,1
R_2QEfRdjbWF4oTIl,Man,39,Elementary School,Permanent,Yes,192,Very satisfied,Yes,Yes,Neither good or bad,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,Yes,1
R_2urrmz8peB8BeAn,Man,35,Middle School,Permanent,No,108,Somewhat Satisfied,Yes,No,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,Yes,1
R_s74pAjqVmTGvaTL,Man,26,High School,Permanent,Yes,5,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,No,No,1
R_1OPhvtC2Sej02f4,Man,41,Middle School,Permanent,Yes,100,Very satisfied,Don't know,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,Yes,1
R_PIkScisz4RTIhGh,Man,38,High School,Permanent,Yes,72,Neither satisfied nor dissatisfied,Don't know,No,Somewhat good,Strongly agree,No,Somewhat agree,Yes,Strongly disagree,"Maybe, depending on the topic",Yes,1
R_1LtliCFQHkUJnKx,Man,26,High School,Permanent,Yes,83,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,Yes,Somewhat agree,Yes,Strongly disagree,"Maybe, depending on the topic",Yes,1
R_819N250znjC87m1,Man,34,High School,Permanent,Yes,24,Very satisfied,Yes,Don't know,Neither good or bad,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_2t4Krf7thsT66yl,Man,24,High School,Permanent,Yes,12,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_1EYYRVHpU10tcOR,Man,26,College degree or higher,Permanent,Yes,96,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,Yes,1
R_21jPQPFLjOPrLQA,Woman,38,Middle School,Permanent,Yes,96,Very satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",Yes,1
R_3dSXVA8zvv6LhUM,Woman,25,High School,Permanent,Yes,33,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Somewhat agree,Yes,Agree nor disagree,Yes,Yes,1
R_2wgxpLLJwkkX6QQ,Man,31,Middle School,Permanent,Yes,7,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Don't know,No,1
R_1f9gWsLyAAMfR3g,Man,33,High School,Permanent,Yes,149,Somewhat Satisfied,Don't know,Yes,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Somewhat agree,"Maybe, depending on the topic",Yes,1
R_Wx3dOVYqARwQR3z,Woman,36,College degree or higher,Permanent,Yes,29,Very satisfied,Yes,Yes,Neither good or bad,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_3GpPrr3TKOZB2CI,Man,39,High School,Permanent,Yes,150,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_2EzT4ZSdUEwKWgW,Woman,30,High School,Permanent,Yes,36,Very satisfied,Don't know,No,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,Yes,1
R_3h0fs6YLAAwNaGJ,Woman,37,High School,Permanent,Yes,90,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Agree nor disagree,"Maybe, depending on the topic",No,1
R_2ZKTQ9swwTC3OK0,Man,27,Middle School,Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_sMwAIudgY7T8Mmd,Man,39,Elementary School,Permanent,Yes,216,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_Uhc8SJMdkChYHMR,Man,44,Middle School,Permanent,Yes,78,Somewhat Satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_3lMsSFmuDYOeyAs,Woman,29,Middle School,Permanent,Yes,48,Somewhat Satisfied,No,No,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Somewhat agree,Yes,Yes,1
R_vPGg6xwZQ3SMkWl,Man,58,No school,Permanent,Refused,169,Somewhat Satisfied,Don't know,Yes,Neither good or bad,Agree nor disagree,Yes,Strongly Agree,Don't know,Somewhat disagree,"Maybe, depending on the topic",No,1
R_3LX3gd6RgWBYAoa,Man,32,Middle School,Seasonal OR temporary,Yes,4,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_3NTZPzcDVz9YWAV,Woman,37,College degree or higher,Permanent,Yes,72,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Somewhat agree,Yes,Yes,1
R_3plOqheK63y2ab8,Man,44,Elementary School,Seasonal OR temporary,Yes,2,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_2sSgngY7b3H1E1n,Man,39,Middle School,Permanent,Yes,96,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_20TosSBO1omcTMR,Woman,47,Elementary School,Permanent,Yes,48,Very satisfied,Yes,No,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Don't know,No,1
R_1HkIT6kTfzcHh16,Man,47,Middle School,Permanent,Yes,132,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_WBQNCFmwoWzPN1n,Man,33,Middle School,Permanent,Yes,149,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_3DqhPlyF5om9VM0,Man,32,High School,Permanent,Yes,108,Neither satisfied nor dissatisfied,Yes,Yes,Somewhat good,Somewhat agree,Yes,Somewhat disagree,Yes,Strongly disagree,"Maybe, depending on the topic",Yes,1
R_2coA3s3vdU1TCku,Man,30,High School,Permanent,Yes,156,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_3phF3IGLcU2RmxT,Woman,32,Middle School,Seasonal OR temporary,Yes,5,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_12PFKi74JKzRuGs,Woman,28,Middle School,Permanent,Yes,48,Somewhat Satisfied,Don't know,No,Neither good or bad,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_2qdQWPQKQocgOIo,Man,52,Middle School,Permanent,Yes,16,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_12DSv6SBs0TO0RT,Man,50,Middle School,Permanent,Yes,135,Somewhat Satisfied,Yes,No,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Somewhat agree,No,Yes,1
R_wS3tBF4WD81wFgt,Man,51,Middle School,Permanent,Yes,11,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,Yes,1
R_3McjVEYv0rcgjtK,Man,36,High School,Permanent,Yes,96,Somewhat dissatisfied,Yes,Yes,Somewhat good,Strongly agree,No,Agree nor disagree,Yes,Strongly disagree,Yes,No,1
R_2U0gVGGX4tuQwkT,Man,45,Middle School,Seasonal OR temporary,Yes,5,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_bqNGS8zuhBptdF7,Man,26,High School,Permanent,Yes,79,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Somewhat agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_3EnyU4d5JhyDBLo,Man,51,Middle School,Permanent,Yes,96,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_Wie5KRc2IEbvbLH,Man,31,Middle School,Permanent,Yes,144,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_3nfvVF8qIZnbdc2,Woman,26,High School,Permanent,Yes,60,Somewhat Satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_2cC7Yblc7OlCFYc,Man,42,Elementary School,Permanent,Yes,144,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,Yes,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_qw5W72gaSRqpu13,Man,30,Middle School,Permanent,Yes,13,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_1kSmE3Y0SCTVZ3t,Man,24,High School,Permanent,Yes,60,Somewhat Satisfied,Yes,No,Somewhat good,Strongly agree,No,Strongly disagree,Yes,Strongly disagree,Yes,No,1
R_2XoYW0KjG2DvUNb,Woman,29,High School,Permanent,Yes,101,Somewhat dissatisfied,Don't know,No,Neither good or bad,Somewhat agree,Yes,Strongly Agree,Yes,Somewhat agree,"Maybe, depending on the topic",Yes,1
R_22EK6xa7nwQcgMX,Woman,27,Middle School,Permanent,Yes,9,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_3PuxnN0pA3BqTyo,Man,31,College degree or higher,Permanent,Yes,60,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_3MrIvMvmwdVd5oO,Man,32,College degree or higher,Permanent,Don't know,84,Somewhat Satisfied,Yes,Don't know,Somewhat good,Strongly agree,No,Somewhat agree,Yes,Strongly disagree,"Maybe, depending on the topic",Yes,1
R_2U0cEvOUXpHoOjE,Woman,54,High School,Permanent,Yes,84,Somewhat Satisfied,Don't know,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Don't know,No,1
R_qIWJO5EJajTE1vr,Woman,30,Middle School,Permanent,Yes,36,Very satisfied,Yes,Yes,Very good,Agree nor disagree,No,Agree nor disagree,Yes,Agree nor disagree,"Maybe, depending on the topic",No,1
R_1JW8zVALD099Tmg,Woman,29,Middle School,Seasonal OR temporary,Yes,5,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_ewYp4wKDGyE46dj,Other,29,High School,Permanent,Yes,96,Somewhat Satisfied,Yes,Yes,Neither good or bad,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_yCISwZY7kw6GliN,Man,31,Middle School,Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Somewhat disagree,Yes,No,1
R_1M4IJHPmkHTYQlB,Man,21,High School,Seasonal OR temporary,Yes,4,Somewhat Satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly agree,No,No,1
R_268fBULtforBNwB,Woman,29,High School,Seasonal OR temporary,Yes,0,Somewhat Satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,Yes,1
R_1EhNJLkVDzF8nz4,Man,24,College degree or higher,Seasonal OR temporary,Yes,5,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,No,Strongly disagree,Yes,No,1
R_3F1WhXn9OWjbfqb,Woman,20,High School,Permanent,Yes,12,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Somewhat agree,Yes,Strongly agree,Yes,No,1
R_3rH9tTTTd2wsEZR,Man,39,Middle School,Permanent,Yes,63,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly agree,"Maybe, depending on the topic",No,1
R_9M4KIhL7Q9FFpux,Woman,44,High School,Permanent,Yes,48,Somewhat Satisfied,Don't know,Yes,Somewhat good,Somewhat agree,No,Agree nor disagree,Yes,Strongly disagree,Don't know,No,1
R_3O8iZRgroPX7fqj,Man,46,High School,Seasonal OR temporary,Yes,4,Very dissatisfied,No,No,Somewhat bad,Somewhat disagree,Yes,Somewhat disagree,Don't know,Strongly agree,No,Yes,0
R_3ffVskYju1AMaEK,Man,45,Middle School,Permanent,Yes,99,Very satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Somewhat disagree,"Maybe, depending on the topic",Yes,1
R_3qwbUAOTHwbgzsZ,Woman,45,High School,Permanent,Yes,84,Very satisfied,Yes,No,Somewhat good,Somewhat disagree,No,Strongly Agree,Yes,Somewhat agree,Yes,Yes,1
R_1Gw6BaOQrjSYoW8,Man,34,Middle School,Permanent,Yes,72,Very satisfied,Yes,No,Neither good or bad,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_1jk2ZRb4CIzRTpQ,Man,37,Middle School,Seasonal OR temporary,Yes,203,Very satisfied,Yes,No,Neither good or bad,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_2sU2mZBD8vf0eJ1,Man,36,High School,Permanent,Yes,21,Very satisfied,Don't know,No,Somewhat good,Strongly agree,No,Somewhat agree,Yes,Strongly disagree,"Maybe, depending on the topic",Yes,1
R_2v2EazsEVBCHjZC,Man,28,High School,Permanent,Yes,120,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,Yes,1
R_CgDqd7lq8oeRdVT,Woman,35,Middle School,Permanent,Yes,72,Somewhat Satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,Yes,1
R_26luH3m0Ys5COSq,Woman,27,Middle School,Permanent,Yes,18,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Somewhat agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_esvxg1T8DLFLDfX,Man,40,Middle School,Permanent,Yes,70,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,Yes,1
R_2bQ2CcAziQ7R6mI,Man,43,Middle School,Permanent,Yes,156,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_2pK6nI1SKv16Y4S,Man,34,High School,Permanent,Yes,60,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,No,No,1
R_1CwnmA0ua2wdJlS,Man,40,Middle School,Permanent,Yes,144,Somewhat Satisfied,Yes,No,Somewhat bad,Strongly disagree,No,Strongly disagree,Yes,Strongly agree,Don't know,Don't know,0
R_3L0Go4tgqaDrEhF,Woman,32,High School,Permanent,Yes,4,Very satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,Yes,Yes,1
R_3oSXmTTNJJM4nE6,Woman,34,Middle School,Seasonal OR temporary,No,4,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Don't know,No,1
R_1gkcx875vUbXRyQ,Woman,22,High School,Permanent,Yes,24,Somewhat Satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly disagree,Yes,Strongly disagree,Yes,Yes,1
R_31ATVy1uaccbZ1t,Woman,25,Middle School,Seasonal OR temporary,Yes,4,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_3I6rmeE5tqKxr3V,Woman,52,Middle School,Permanent,Yes,60,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_3iPRNXu2x3EMc4i,Woman,37,Elementary School,Permanent,Yes,180,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
