worker_type_core,understand_contract,entity_tenure_total_months,workplace_satis_core,trust_leadership_core,living_wage_tf_core,conditions_rate_core,safety_core,accident_last_year,injury_last_year,covid_safety_measures_core,return_next_season_core,pressure_to_work_core,factory_recommend_tf_core
Permanent,Yes,72,Neither satisfied nor dissatisfied,No,No,Somewhat good,Strongly Agree,No,,Strongly Agree,No,Somewhat agree,8
Temporary,Yes,7,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Temporary,Yes,10,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,72,Very satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,72,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,48,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,8
Temporary,Don't know,5,Very satisfied,Yes,No,Very good,Strongly Agree,Yes,1 occasion,Strongly Agree,Yes,Strongly disagree,8
Permanent,Yes,6,Very satisfied,Yes,No,Neither good or bad,Strongly Agree,No,,Strongly Agree,Yes,Somewhat agree,8
Temporary,Yes,5,Somewhat Satisfied,Yes,No,Neither good or bad,Somewhat agree,Yes,1 occasion,Somewhat agree,Yes,Somewhat agree,3
Temporary,Yes,6,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Somewhat agree,No,,Agree nor disagree,Yes,Somewhat agree,5
Temporary,Yes,6,Somewhat Satisfied,Yes,No,Neither good or bad,Somewhat agree,No,,Somewhat agree,Yes,Somewhat agree,4
Permanent,Yes,6,Somewhat Satisfied,Yes,No,Neither good or bad,Somewhat agree,No,,Somewhat agree,Yes,Somewhat agree,4
Temporary,Yes,6,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Somewhat agree,No,,Somewhat agree,Yes,Somewhat agree,4
Temporary,Yes,3,Somewhat Satisfied,Yes,No,Neither good or bad,Somewhat agree,No,,Agree nor disagree,Yes,Somewhat agree,4
Temporary,Yes,5,Somewhat Satisfied,No,No,Neither good or bad,Somewhat agree,No,,Somewhat disagree,Yes,Neither agree nor disagree,6
Temporary,Yes,1,Somewhat Satisfied,Yes,No,Neither good or bad,Somewhat agree,No,,Somewhat disagree,Yes,Somewhat agree,5
Temporary,Yes,1,Somewhat Satisfied,No,No,Neither good or bad,Somewhat agree,No,,Somewhat agree,Yes,Somewhat agree,4
Temporary,No,1,Somewhat Satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,,Somewhat agree,Yes,Somewhat agree,4
Temporary,Yes,1,Somewhat Satisfied,Yes,No,Somewhat good,Somewhat agree,No,,Somewhat agree,Yes,Somewhat agree,5
Temporary,No,1,Somewhat Satisfied,No,Yes,Somewhat good,Somewhat agree,No,,Somewhat agree,Yes,Somewhat agree,6
Permanent,Yes,1,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Somewhat disagree,10
Temporary,Yes,3,Very satisfied,Yes,Yes,Neither good or bad,Agree nor disagree,No,,Agree nor disagree,Yes,Strongly Agree,3
Permanent,No,6,Neither satisfied nor dissatisfied,Don't know,No,Neither good or bad,Agree nor disagree,No,,Strongly disagree,Yes,Somewhat disagree,10
Temporary,Yes,5,Very satisfied,Yes,No,Neither good or bad,Somewhat agree,No,,Strongly disagree,Yes,Somewhat disagree,10
Temporary,No,5,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Neither agree nor disagree,10
Permanent,Don't know,4,Neither satisfied nor dissatisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,4
Temporary,Yes,12,Very satisfied,No,No,Neither good or bad,Strongly Agree,No,,Strongly disagree,Yes,Strongly disagree,6
Temporary,No,2,Very satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Temporary,No,1,Very satisfied,No,No,Neither good or bad,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,7
Temporary,No,1,Very satisfied,No,No,Very good,Agree nor disagree,No,,Agree nor disagree,Don't know,Somewhat disagree,10
Temporary,Yes,12,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,5
Temporary,Don't know,13,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Agree nor disagree,No,,Somewhat disagree,Yes,Neither agree nor disagree,5
Permanent,Yes,24,Very satisfied,No,No,Neither good or bad,Strongly Agree,No,,Strongly Agree,Don't know,Neither agree nor disagree,2
Temporary,Yes,24,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly Agree,No,,Agree nor disagree,Yes,Somewhat disagree,7
Temporary,Yes,1,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Strongly Agree,No,,Somewhat disagree,Yes,Strongly disagree,7
Temporary,Yes,5,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,8
Temporary,No,2,Somewhat dissatisfied,Yes,No,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly Agree,10
Temporary,No,1,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,,Strongly disagree,Yes,Strongly disagree,8
Temporary,Yes,2,Neither satisfied nor dissatisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,8
Temporary,Yes,4,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Somewhat agree,Yes,Strongly disagree,7
Temporary,Yes,4,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Somewhat agree,Yes,Strongly disagree,7
Temporary,Yes,6,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Somewhat agree,Yes,Strongly disagree,8
Permanent,No,4,Very satisfied,Don't know,Don't know,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,3,Somewhat Satisfied,No,No,Neither good or bad,Somewhat agree,Yes,1 occasion,Somewhat agree,Yes,Somewhat agree,6
Temporary,Yes,1,Somewhat Satisfied,Yes,No,Somewhat good,Somewhat agree,No,,Somewhat agree,Yes,Somewhat agree,7
Temporary,Yes,4,Somewhat Satisfied,Yes,No,Neither good or bad,Somewhat agree,No,,Somewhat agree,Yes,Somewhat agree,5
Temporary,Yes,1,Somewhat Satisfied,Yes,No,Somewhat good,Somewhat agree,No,,Somewhat agree,Yes,Somewhat agree,8
Temporary,Yes,10,Neither satisfied nor dissatisfied,No,No,Somewhat bad,Refused,Yes,2 occasions,Strongly disagree,Don't know,Neither agree nor disagree,6
Temporary,Yes,6,Somewhat Satisfied,No,No,Neither good or bad,Somewhat disagree,No,,Strongly disagree,Yes,Strongly disagree,8
Temporary,Yes,12,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Strongly Agree,No,,Strongly disagree,Yes,Strongly Agree,8
Permanent,Yes,2,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly disagree,Yes,Strongly Agree,10
Temporary,Yes,1,Very satisfied,Yes,Yes,Very good,Strongly Agree,Yes,3 or more occasions,Strongly Agree,Yes,Strongly Agree,8
Temporary,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly Agree,Yes,3 or more occasions,Strongly disagree,Yes,Strongly Agree,6
Temporary,No,1,Somewhat Satisfied,Yes,Yes,Very good,Strongly Agree,No,,Agree nor disagree,Yes,Strongly Agree,9
Temporary,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,,Agree nor disagree,Yes,Strongly Agree,8
Temporary,Yes,1,Very satisfied,Yes,Yes,Very good,Strongly Agree,Yes,3 or more occasions,Strongly Agree,Yes,Strongly Agree,8
Temporary,No,1,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,,Strongly disagree,Yes,Strongly disagree,10
Permanent,Yes,5,Somewhat Satisfied,No,No,Very good,Strongly Agree,No,,Somewhat agree,Yes,Neither agree nor disagree,7
Permanent,Yes,2,Somewhat Satisfied,No,No,Very good,Strongly Agree,No,,Strongly Agree,Yes,Somewhat disagree,10
Permanent,Yes,6,Somewhat Satisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Temporary,Yes,1,Somewhat dissatisfied,No,No,Neither good or bad,Strongly Agree,No,,Somewhat agree,Yes,Strongly Agree,8
Temporary,Yes,1,Somewhat Satisfied,No,No,Neither good or bad,Strongly disagree,No,,Strongly Agree,Yes,Strongly disagree,8
Temporary,Yes,6,Neither satisfied nor dissatisfied,No,No,Somewhat good,Somewhat agree,No,,Strongly disagree,Yes,Strongly disagree,5
Temporary,Yes,1,Neither satisfied nor dissatisfied,Yes,No,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Neither agree nor disagree,10
Temporary,No,3,Neither satisfied nor dissatisfied,Yes,No,Somewhat bad,Strongly Agree,No,,Somewhat agree,Yes,Strongly disagree,7
Temporary,Yes,2,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Somewhat agree,No,,Somewhat agree,Yes,Neither agree nor disagree,8
Temporary,Yes,3,Somewhat Satisfied,Yes,No,Very bad,Strongly Agree,No,,Somewhat disagree,Yes,Neither agree nor disagree,8
Temporary,Yes,2,Neither satisfied nor dissatisfied,No,No,Somewhat bad,Somewhat agree,No,,Somewhat agree,Yes,Neither agree nor disagree,8
Temporary,Yes,12,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Agree nor disagree,Yes,Somewhat disagree,7
Temporary,Yes,6,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Agree nor disagree,Yes,Somewhat disagree,9
Temporary,Yes,32,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,,Somewhat agree,Yes,Neither agree nor disagree,8
Temporary,Yes,2,Somewhat Satisfied,No,No,Somewhat good,Strongly Agree,No,,Somewhat agree,Yes,Neither agree nor disagree,7
Temporary,Yes,1,Neither satisfied nor dissatisfied,Yes,No,Somewhat good,Somewhat disagree,No,,Strongly disagree,Yes,Strongly disagree,8
Temporary,Yes,2,Somewhat Satisfied,No,No,Somewhat bad,Somewhat agree,No,,Somewhat agree,Yes,Somewhat disagree,6
Temporary,Yes,2,Somewhat Satisfied,No,No,Somewhat good,Strongly Agree,No,,Somewhat agree,Yes,Strongly Agree,7
Temporary,No,1,Very satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,,Strongly Agree,No,Strongly disagree,8
Temporary,No,3,Very satisfied,No,No,Neither good or bad,Strongly Agree,No,,Agree nor disagree,Yes,Strongly disagree,5
Temporary,No,3,Very satisfied,No,No,Very good,Strongly Agree,No,,Agree nor disagree,Yes,Strongly disagree,5
Permanent,Yes,12,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,,Strongly disagree,Yes,Somewhat disagree,9
Temporary,Yes,5,Very satisfied,No,No,Neither good or bad,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,9
Temporary,No,12,Very satisfied,Yes,Don't know,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly Agree,8
Temporary,Yes,1,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Neither agree nor disagree,10
Temporary,Yes,3,Very satisfied,Yes,No,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly Agree,9
Temporary,Yes,3,Very satisfied,No,No,Somewhat good,Strongly Agree,No,,Agree nor disagree,Don't know,Somewhat agree,4
Temporary,Yes,4,Very satisfied,No,No,Very good,Strongly Agree,No,,Agree nor disagree,Yes,Strongly Agree,5
Permanent,Yes,2,Very satisfied,No,No,Very good,Strongly Agree,No,,Agree nor disagree,Yes,Strongly Agree,5
Temporary,Yes,32,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly Agree,3
Temporary,Don't know,4,Very satisfied,No,No,Very good,Strongly Agree,No,,Somewhat agree,Yes,Strongly Agree,2
Temporary,Yes,1,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Strongly Agree,No,,Agree nor disagree,Don't know,Strongly disagree,5
Temporary,Yes,3,Very satisfied,Yes,No,Very good,Strongly Agree,No,,Strongly Agree,Don't know,Strongly disagree,10
Temporary,Yes,6,Very satisfied,Yes,No,Very good,Strongly Agree,No,,Somewhat agree,No,Somewhat agree,5
Temporary,Yes,1,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Somewhat agree,No,,Somewhat agree,Yes,Somewhat agree,5
Temporary,Yes,1,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Somewhat agree,No,,Somewhat agree,Yes,Somewhat agree,4
Temporary,Yes,1,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Somewhat agree,No,,Somewhat disagree,Yes,Somewhat agree,8
Temporary,Yes,2,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Somewhat agree,No,,Somewhat agree,Yes,Strongly disagree,6
Temporary,No,1,Somewhat Satisfied,Yes,No,Somewhat good,Somewhat agree,No,,Somewhat agree,Yes,Somewhat agree,6
Permanent,Yes,1,Somewhat Satisfied,Yes,No,Neither good or bad,Somewhat agree,No,,Somewhat agree,Yes,Somewhat disagree,7
Temporary,Yes,3,Somewhat Satisfied,Yes,No,Neither good or bad,Somewhat agree,No,,Somewhat agree,Yes,Somewhat agree,7
Temporary,Yes,1,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Somewhat agree,No,,Somewhat agree,Yes,Somewhat agree,3
Temporary,Yes,1,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Somewhat agree,Yes,Refused,Strongly disagree,Yes,Somewhat disagree,5
Temporary,Yes,32,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Agree nor disagree,No,,Agree nor disagree,Yes,Neither agree nor disagree,3
Temporary,Yes,2,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Agree nor disagree,No,,Somewhat agree,Yes,Somewhat disagree,5
Temporary,Yes,1,Somewhat Satisfied,No,No,Neither good or bad,Somewhat agree,No,,Agree nor disagree,Yes,Somewhat disagree,5
Temporary,Yes,1,Somewhat Satisfied,No,No,Neither good or bad,Somewhat agree,No,,Agree nor disagree,Yes,Somewhat agree,6
Temporary,Yes,3,Somewhat Satisfied,Yes,No,Somewhat good,Somewhat agree,No,,Somewhat agree,Don't know,Strongly disagree,10
Temporary,Yes,6,Somewhat Satisfied,Yes,No,Somewhat good,Somewhat agree,No,,Somewhat agree,No,Somewhat agree,5
Permanent,Yes,1,Very satisfied,Yes,No,Somewhat bad,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,8
Temporary,Yes,2,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,8
Temporary,Yes,2,Somewhat Satisfied,Yes,Yes,Very good,Strongly Agree,No,,Somewhat agree,Yes,Somewhat disagree,8
Temporary,Yes,6,Somewhat dissatisfied,Yes,No,Somewhat good,Strongly Agree,No,,Somewhat disagree,Yes,Strongly disagree,10
Temporary,Yes,1,Somewhat Satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,,Somewhat agree,Yes,Strongly Agree,7
Temporary,Yes,2,Neither satisfied nor dissatisfied,No,No,Somewhat good,Strongly Agree,No,,Strongly Agree,Don't know,Strongly disagree,8
Temporary,Yes,2,Very satisfied,Yes,No,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,9
Temporary,Don't know,1,Neither satisfied nor dissatisfied,Yes,Yes,Somewhat bad,Strongly Agree,Yes,1 occasion,Strongly Agree,Yes,Strongly Agree,8
Temporary,Yes,4,Very satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,,Somewhat agree,Yes,Somewhat disagree,8
Temporary,Yes,1,Neither satisfied nor dissatisfied,No,Yes,Somewhat good,Strongly Agree,No,,Strongly disagree,Don't know,Strongly disagree,5
Temporary,No,1,Very satisfied,No,No,Very good,Somewhat disagree,No,,Agree nor disagree,Yes,Strongly disagree,1
Temporary,Yes,3,Neither satisfied nor dissatisfied,No,Yes,Somewhat good,Somewhat disagree,No,,Somewhat agree,Yes,Strongly disagree,7
Temporary,Yes,5,Very satisfied,Don't know,No,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,8
Temporary,Yes,4,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,,Somewhat agree,Yes,Strongly disagree,7
Temporary,Yes,30,Neither satisfied nor dissatisfied,No,No,Somewhat good,Agree nor disagree,Yes,1 occasion,Somewhat agree,No,Neither agree nor disagree,3
Permanent,Yes,36,Very satisfied,Yes,No,Very good,Strongly Agree,No,,Somewhat agree,Yes,Strongly disagree,8
Temporary,Yes,4,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,Yes,1 occasion,Somewhat agree,Yes,Somewhat agree,9
Permanent,Yes,132,Very satisfied,Yes,No,Neither good or bad,Somewhat agree,No,,Somewhat agree,Yes,Strongly disagree,7
Permanent,Yes,108,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,9
Temporary,Yes,15,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,8
Permanent,Yes,180,Somewhat Satisfied,Yes,Don't know,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,72,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Somewhat disagree,10
Permanent,Yes,36,Neither satisfied nor dissatisfied,No,No,Somewhat good,Somewhat agree,Yes,2 occasions,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,36,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,9
Temporary,Yes,36,Very satisfied,Yes,No,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Temporary,Yes,24,Somewhat Satisfied,Yes,No,Very good,Strongly Agree,No,,Strongly Agree,Yes,Somewhat disagree,10
Temporary,Yes,48,Very satisfied,Yes,No,Very good,Agree nor disagree,No,,Agree nor disagree,Yes,Neither agree nor disagree,10
Don't know,Don't know,36,Very satisfied,Don't know,Yes,Very good,Somewhat agree,No,,Strongly Agree,Yes,Neither agree nor disagree,10
Permanent,Yes,48,Somewhat Satisfied,Don't know,No,Neither good or bad,Somewhat agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,60,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,34,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,,Somewhat agree,Yes,Strongly disagree,10
Permanent,Yes,108,Somewhat dissatisfied,Yes,No,Neither good or bad,Agree nor disagree,Yes,1 occasion,Somewhat agree,Yes,Strongly disagree,6
Permanent,Yes,5,Very satisfied,Yes,No,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Don't know,28,Very satisfied,Yes,Yes,Very good,Somewhat agree,No,,Strongly Agree,Yes,Strongly disagree,10
Temporary,Yes,12,Neither satisfied nor dissatisfied,No,Yes,Neither good or bad,Strongly Agree,No,,Strongly Agree,Don't know,Strongly disagree,8
Temporary,Yes,18,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Strongly Agree,No,,Strongly Agree,Don't know,Strongly disagree,10
Permanent,Yes,47,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,,Agree nor disagree,Yes,Strongly disagree,8
Temporary,Yes,36,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly Agree,10
Permanent,Refused,12,Somewhat Satisfied,Yes,Yes,Somewhat good,Somewhat agree,Yes,1 occasion,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,14,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,57,Somewhat Satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,,Somewhat agree,Yes,Strongly disagree,8
Permanent,Yes,60,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,8
Permanent,Yes,5,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,12,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,18,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,7,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,,Agree nor disagree,Yes,Strongly disagree,10
Permanent,Yes,12,Neither satisfied nor dissatisfied,Yes,No,Very good,Strongly Agree,No,,Strongly Agree,Yes,Somewhat agree,9
Permanent,Yes,84,Somewhat Satisfied,Yes,No,Somewhat good,Somewhat agree,No,,Somewhat agree,Yes,Strongly disagree,9
Permanent,Yes,21,Somewhat Satisfied,Don't know,No,Somewhat good,Strongly Agree,Yes,1 occasion,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,18,Somewhat Satisfied,Don't know,Yes,Somewhat good,Somewhat agree,No,,Agree nor disagree,Yes,Somewhat agree,9
Permanent,Yes,18,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,96,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,,Somewhat agree,Yes,Strongly disagree,9
Permanent,Yes,8,Neither satisfied nor dissatisfied,Yes,Yes,Somewhat good,Somewhat agree,No,,Strongly Agree,Don't know,Strongly Agree,10
Permanent,No,12,Very satisfied,Yes,No,Very good,Somewhat agree,No,,Strongly Agree,Yes,Strongly disagree,8
Permanent,Yes,18,Very satisfied,Yes,Don't know,Very good,Somewhat agree,Yes,1 occasion,Strongly Agree,Yes,Strongly disagree,10
Temporary,Yes,12,Very dissatisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,,Strongly Agree,Don't know,Strongly Agree,8
Permanent,Yes,18,Very satisfied,Yes,Yes,Very good,Somewhat agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,180,Somewhat Satisfied,Don't know,No,Somewhat good,Somewhat agree,No,,Strongly Agree,Yes,Neither agree nor disagree,10
Permanent,Yes,60,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,168,Neither satisfied nor dissatisfied,No,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,8
Permanent,Yes,132,Very dissatisfied,Don't know,No,Very good,Strongly Agree,No,,Strongly disagree,Yes,Strongly Agree,8
Permanent,No,132,Neither satisfied nor dissatisfied,Don't know,Yes,Somewhat good,Somewhat agree,Yes,Never sustained an injury while at this job,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,144,Somewhat Satisfied,No,No,Neither good or bad,Strongly disagree,Yes,1 occasion,Strongly Agree,Yes,Strongly disagree,7
Permanent,Yes,60,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly Agree,No,,Strongly Agree,Yes,Somewhat agree,10
Permanent,Yes,180,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,144,Somewhat Satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,,Somewhat agree,Yes,Strongly disagree,8
Permanent,Don't know,36,Very satisfied,Yes,No,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,15,Very satisfied,Yes,Yes,Very good,Somewhat agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,10,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly Agree,No,,Strongly Agree,Yes,Strongly Agree,5
Permanent,Yes,24,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,60,Somewhat Satisfied,Yes,No,Somewhat good,Somewhat agree,No,,Strongly Agree,Yes,Strongly disagree,10
Temporary,Yes,24,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,30,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,24,Very satisfied,Yes,No,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Temporary,Yes,12,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,,Somewhat disagree,Yes,Strongly disagree,9
Permanent,Yes,168,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,24,Somewhat Satisfied,Refused,No,Neither good or bad,Refused,No,,Strongly disagree,Yes,Strongly disagree,7
Permanent,Yes,24,Very dissatisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,16,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,30,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Somewhat agree,Yes,Strongly disagree,9
Permanent,Yes,15,Somewhat Satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,,Somewhat agree,Yes,Strongly disagree,8
Permanent,Yes,48,Somewhat Satisfied,Yes,Yes,Neither good or bad,Agree nor disagree,Yes,1 occasion,Somewhat agree,Yes,Strongly disagree,10
Permanent,Yes,12,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Temporary,No,193,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,Yes,1 occasion,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,72,Very satisfied,Yes,No,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,108,Neither satisfied nor dissatisfied,Don't know,Yes,Somewhat good,Somewhat agree,No,,Agree nor disagree,Yes,Somewhat disagree,10
Permanent,Yes,7,Somewhat Satisfied,Yes,No,Somewhat good,Somewhat agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,60,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,12,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,24,Very satisfied,Yes,No,Neither good or bad,Strongly Agree,No,,Strongly Agree,Yes,Strongly Agree,10
Permanent,Yes,96,Neither satisfied nor dissatisfied,Don't know,Yes,Neither good or bad,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,7
Permanent,Yes,36,Somewhat Satisfied,Yes,No,Neither good or bad,Somewhat agree,No,,Strongly Agree,Yes,Strongly Agree,10
Permanent,Yes,94,Very satisfied,Yes,No,Very good,Strongly Agree,No,,Strongly Agree,Yes,Neither agree nor disagree,10
Temporary,Yes,16,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,43,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Temporary,No,23,Neither satisfied nor dissatisfied,Don't know,Yes,Neither good or bad,Strongly disagree,No,,Strongly Agree,Yes,Strongly disagree,5
